propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,newDevelopmentFinished,parkingSpace,neighborhood,highlight
33396519,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/49/c7/c4/243855830.jpg,120861121-353,13,,325500.0,{'price': {'amount': 325500.0}},flat,sale,113.0,4,2,Fonte Nova -  Calhariz,Lisboa,Benfica,Fonte Nova -  Calhariz,pt,38.7434287,-9.2034692,False,https://www.idealista.pt/imovel/33396519/,"INVERSIÓN - RENTABILIDAD DEL 7% O VIVIENDA PROPIA Excelente apartamento de 4 dormitorios con 107m2 recientemente reformado a nivel de electricidad, tuberías tanto de agua como de gas, suelo nuevo y falso techo con luces empotradas en la zona social, cocina y baños completamente remodelados en derecho de superficie. Ubicación: A 100 m de la estación de tren A 200 m de la parada de autobús A 200 m de restaurantes - Zé Pinto, David da Buraca y O Panças A 500 m del campus universitario A 900 m de la escuela primaria y secundaria A 900 m de Lidl A 1 km del Parque do Monsanto A 1,5 km de Continente A 2 km del centro comercial CC Colombo y Pingo Doce A 3 km del Hospital dos Lusiadas En los alrededores hay un campo de juegos, un centro de estética, una guardería, una peluquería, un bar, una zona de ocio. Características: 4 habitaciones 1 baño completo 1 aseo con bidé Cocina equipada con placa, horno, campana extractora y calentador de agua doble acristalamiento falso techo en la zona social con luces empotradas excelente luz natural trastero privado sala de condominios EN - INVERSIÓN - RENTABILIDAD DEL 7% O PARA SU PROPIA VIVIENDA Excelente apartamento de 4 dormitorios con 107m2 recientemente remodelado con suelo nuevo y techos suspendidos con luces empotradas en la zona social. La cocina y los dos baños también fueron recientemente remodelados. El apartamento tiene toda la electricidad, gas y tuberías de agua/alcantarillado nuevas, así como derechos de superficie. Ubicación: A 100 m de la estación de tren A 200 m de las paradas de autobús A 200 m de restaurantes conocidos - Zé Pinto, David da Buraca y O Panças A 500 m de los campus universitarios A 900 m de las escuelas A 900 m de Lidl A 1 km del Parque do Monsanto A 1,5 km de Continente A 2 km del centro comercial CC Colombo y Pingo Doce A 3 km del Hospital dos Lusiadas Características: 4 habitaciones 1 baño completo 1 aseo con bidé Cocina equipada con calentador de agua, estufa, horno y extractor ventanas de doble acristalamiento techo suspendido con luces empotradas en la zona social maravillosa luz natural trastero privado sala de reuniones del condominio En la zona hay una zona de recreo con cancha de baloncesto, ch.",False,good,False,,2881.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,,
33396517,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/97/d7/3b/243855732.jpg,120992304-37,35,,750000.0,{'price': {'amount': 750000.0}},flat,sale,136.0,3,2,rua 4 de Infantaria s/n,Lisboa,Campo de Ourique,Centro,pt,38.7180878,-9.1648612,True,https://www.idealista.pt/imovel/33396517/,,False,good,False,,5515.0,{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Piso en rua 4 de Infantaria s/n'}",False,False,False,False,False,False,,,,
33396363,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/fb/03/61/243851673.jpg,123751128-362,21,bj,1700000.0,{'price': {'amount': 1700000.0}},flat,sale,176.0,2,3,rua Andaluz s/n,Lisboa,Arroios,São Jorge de Arroios,pt,38.7283155,-9.1458583,True,https://www.idealista.pt/imovel/33396363/,"Piso de 2 habitaciones de 145m2 con espacio exterior, piscina y dos plazas de garaje en el corazón de la ciudad de Lisboa - Rua Andaluz. Lisboa es un verdadero tesoro histórico, donde cada esquina guarda memorias de siglos pasados. Además de los monumentos emblemáticos, como la Sé de Lisboa o el famoso Elevador de Santa Justa, y el imponente Marqués de Pombal, la ciudad rebosa cultura a través de sus galerías de arte contemporáneo, museos y espacios culturales. Toda la ciudad ofrece una visión renovada y vibrante de la historia y el arte locales. El clima templado de Lisboa invita a un estilo de vida relajado y que nos regala días soleados durante todo el año. Además de las actividades tradicionales, como disfrutar de las playas o dar un paseo por el parque, hay una comunidad creciente de entusiastas de las actividades al aire libre, como el surf, el yoga al aire libre o las carreras en los diversos parques de la ciudad. Este estilo de vida activo y saludable invita a explorar una Lisboa auténtica y dinámica. Además de la rica mezcla de culturas en los barrios lisboetas, la ciudad ha acogido movimientos de inclusión y diversidad en varios ámbitos. Lisboa es cosmopolita y receptiva a todos los estilos y gustos. En pleno corazón de Lisboa, en la Rua Andaluz, a 5 minutos de distancia entre Saldanha y el céntrico Marqués de Pombal, encuentra en un condominio el equilibrio entre la privacidad, exclusividad, calidad y conveniencia de vivir en el centro de la ciudad. En este condominio de arquitectura moderna, donde prevalece el buen gusto y la calidad de los materiales, con solo seis apartamentos, le presentamos este fabuloso piso de 2 habitaciones de 145m2, que se distribuye en una sala, dos habitaciones, una de ellas en suite, suma dos baños más, totalizando tres, cocina completamente equipada y aire acondicionado en todo el apartamento. Como ex libris del inmueble, encuentra un generoso espacio exterior donde puede dar rienda suelta a su imaginación y disfrutar de excelentes momentos al aire libre, aprovechando el clima templado durante casi todo el año que ofrece Lisboa. Además de las comodidades del condominio, este apartamento cuenta con dos plazas de aparcamiento y en el último piso, puede deleitarse con una piscina en pleno centro de la ciudad. Debido a su centralidad, puede contar con todos los bienes y servicios en los alrededores, espacios verdes, una excelente red de transporte y buenos accesos. ¡Venga a conocer este “diamante” en el centro de Lisboa, donde la tranquilidad y la exclusividad se entrelazan con la agitación de la capital! ¡Reserve su visita.",True,good,False,True,9659.0,{'typology': 'flat'},"{'subtitle': 'Saldanha - Picoas, Lisboa', 'title': 'Piso en rua Andaluz s/n'}",False,False,False,False,False,False,,,Saldanha - Picoas,
33396377,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/15/ec/f7/243851596.jpg,123751044-304,27,10,990000.0,{'price': {'amount': 990000.0}},flat,sale,239.0,5,4,casal Vistoso s/n,Lisboa,Areeiro,Centro,pt,38.7425002,-9.1313846,True,https://www.idealista.pt/imovel/33396377/,,True,good,False,True,4142.0,{'typology': 'flat'},"{'subtitle': 'Areeiro, Lisboa', 'title': 'Piso en casal Vistoso s/n'}",True,False,False,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33396371,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e0/25/97/243851434.jpg,123751072-79,27,5,449500.0,{'price': {'amount': 449500.0}},flat,sale,100.0,4,2,largo Mendonça e Costa s/n,Lisboa,Penha de França,Bairro dos Actores - Barão Sabrosa,pt,38.7330893,-9.1310212,True,https://www.idealista.pt/imovel/33396371/,"APARTAMENTO DE 3 DORMITORIOS + 1, 5 HABITACIONES, LUMINOSO Y REFORMADO EN 2015, LISTO PARA HABITAR. Al entrar, tiene un recibidor, seguido de un largo pasillo que termina con un trastero. Todas las habitaciones tienen grandes ventanas o puertas, lo que le da un ambiente luminoso y aireado. Características interesantes de este apartamento: 1. Está ubicado en un robusto edificio de hormigón/losa de finales de los años 50. 2. Es un quinto piso y último. 3. Tiene 2 ascensores. 4. Carpintería de aluminio, vidrios dobles y persianas térmicas. 5. Dos baños completos, uno con bañera y otro con ducha. Ambos tienen ventanas. 6. Con 2 frentes y dos balcones, es muy luminoso y tiene vistas despejadas a la ciudad. 7. Apartamento de portero con gran patio que pertenece al edificio. 8. Tiene todo tipo de comercios, cafés y restaurantes, farmacias y servicios, pero también espacios verdes y parques, en particular Alameda da Fonte Luminosa y su Mirador, Jardim da Praça Paiva Couceiro, Mirador da Penha de França. La cocina es amplia y tiene una sala en espacio abierto, resultado del aprovechamiento de una antigua habitación de servicio. Está totalmente equipada, con cocina a gas, horno eléctrico, campana extractora, frigorífico, lavadora, lavavajillas y calentador de gas. Ubicado en el bonito y tranquilo Largo Mendonça e Costa, junto a la Rua Morais Soares ya 5 minutos a pie de la Praça Paiva Couceiro, Praça do Chile, en la parroquia de Penha de França, así como de la Alameda D. Afonso Henriques o la Avenida Guerra Junqueiro. Muy cerca de todo lo que necesitas para vivir en tu día a día, así como de fácil acceso a los autobuses y al metro de Arroios y Alameda (línea verde y roja). Aquí puede disfrutar de un estilo de vida de barrio, con convivencia y ayuda mutua entre vecinos, pero también de características urbanas, donde a toda hora hay movimiento y acceso al comercio abierto. Muy cerca también Restaurantes Taverna Lusa, O’Malta Bistro, Os Papagaios; Portofino, Dawat Indian & Grill Restaurant, A Viagem das Horas Instituto Superior Técnico, Escola Básica 1 Actor Vale, Escola Artística António Arroio, Escola Básica do 1º Ciclo – O leão de Arroios, Colégio de Sagrado Coração de Maria, Escola Básica 2/3 Nuno Gonçalves, Escola Secundária Dona Luísa de Gusmão Tiendas de comercio tradicional, Celeiro, varios supermercados (Pingo Doce, Continente, Auchan), carnicerías y tiendas de comestibles tradicionales, tienda Made in Brazil, Adega D’Arte, Flor de Lúpulo, Mercado de Arroios, Mercado da Morais Soares Más de 5 farmacias Clínica veterinaria y tiendas de productos para animales Lavanderías, ferreterías, talleres y muchos otros servicios; Todo esto para decir que estamos en una de las zonas más dinámicas e históricas de Lisboa. ¡Fantástica opción para vivir o invertir! Te espero.",True,good,False,True,4495.0,{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Piso en largo Mendonça e Costa s/n'}",True,False,False,False,False,False,,,,
33396351,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/bc/b9/cd/243851145.jpg,120801054-503,10,,279000.0,{'price': {'amount': 279000.0}},flat,sale,72.0,3,1,rua da Costa s/n,Lisboa,Estrela,Alcântara,pt,38.7074817,-9.1718947,True,https://www.idealista.pt/imovel/33396351/,"Apartamento de 2 dormitorios para reformar en un edificio pombalino reformado, con zonas comunes restauradas, con vistas despejadas a la parte trasera, a 100 metros del Jardín de la Tapada das Necessidades y del Palacio das Necessidades. Con todo tipo de comercios, colegios, bancos, Hospital Novo da CUF a 300 metros, salidas por carretera, ferrocarril y fluvial, a cualquier lugar de Lisboa o del país. Visite su futura casa...",False,good,False,,3875.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso en rua da Costa s/n'}",False,False,False,False,False,False,,,,
33396322,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/66/17/cb/243850212.jpg,125321122-12,23,,850000.0,{'price': {'amount': 850000.0}},chalet,sale,149.0,4,1,rua Teixeira Pinto s/n,Lisboa,Penha de França,Centro,pt,38.7289066,-9.1273789,True,https://www.idealista.pt/imovel/33396322/,"Vivienda de 4 dormitorios en venta con una superficie total de 179 m2 recientemente reformada por un arquitecto. Una oportunidad única de tener una casa en el centro de Lisboa. Sobre la casa: Casa compuesta por 3 plantas. En la planta baja encontramos la zona social de la casa. Compuesta por salón comedor, espacio de comidas y cocina en concepto open space y baño social. Desde esta planta tenemos acceso a un soleado espacio exterior donde podrá, por ejemplo, disfrutar de la calma y tranquilidad de este barrio. En la primera planta encontramos 2 dormitorios y un baño, así como zona de vestidor y espacio de almacenaje. En la planta superior contamos con 2 dormitorios más, así como un amplio espacio de almacenaje. Y aún espacio exterior frontal con pequeño jardín y aparcamiento para dos coches + bicicletas. Sobre el barrio: Vivir aquí significa que sus hijos pueden ir andando a la escuela. Puede disfrutar del comercio local de Penha de França, ya que a menos de 50 metros de su casa tendrá de todo, desde tiendas tradicionales, bancos, supermercados, centro de salud, mercado local, restaurantes típicos o de moda. El barrio es conocido como el ""barrio de los chóferes"" y está formado por un conjunto de viviendas en su mayoría rehabilitadas y distribuidas por dos calles y una plaza que le confieren una tranquilidad única (aún estando en el centro de Lisboa). Actualmente está habitado por familias jóvenes que buscan calidad de vida sin sacrificar la vida en la ciudad. Escuelas públicas: Agrupamiento Nuno Gonçalves (1º al 12º año) a 150 metros. Metro: Estación ARROIOS a 1 km (15 minutos a pie). Autobuses: 735 | 730 | 797 | a 50 m2 (con conexión al metro). Distancia a la Baixa de Lisboa: 2,5 km (10 min en coche | 15/20 a pie). Distancia al aeropuerto: 5 km (10 min en coche | 20 min en metro).",False,good,False,,5705.0,{'typology': 'chalet'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Chalet en rua Teixeira Pinto s/n'}",False,False,False,False,False,False,,,,
33396297,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e1/df/09/243850034.jpg,123841068-71,16,,520000.0,{'price': {'amount': 520000.0}},flat,sale,130.0,3,2,Centro,Lisboa,Lumiar,Centro,pt,38.770755,-9.1598988,False,https://www.idealista.pt/imovel/33396297/,,False,good,False,,4000.0,{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,,
33090933,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e6/56/10/231182097.jpg,125201060-17,20,,350000.0,{'price': {'amount': 350000.0}},flat,sale,82.0,1,2,rua Emília das Neves s/n,Lisboa,Benfica,Portas de Benfica - Mercado de Benfica,pt,38.7510785,-9.204443,True,https://www.idealista.pt/imovel/33090933/,,False,good,False,,4268.0,{'typology': 'flat'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Piso en rua Emília das Neves s/n'}",False,False,False,False,False,False,,,,
33396022,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ce/ec/76/243843148.jpg,EVO200057B26,17,9,550000.0,{'price': {'amount': 550000.0}},flat,sale,67.0,1,1,Lapa,Lisboa,Estrela,Lapa,pt,38.7077051,-9.1682089,False,https://www.idealista.pt/empreendimento/33396022/,"Apartamento de 1 dormitorio insertado en un desarrollo compuesto por 45 apartamentos, ubicado en Lisboa en el centro histórico, en uno de los barrios más nobles de la ciudad, la Estrella. Propiedad compuesta por: sala, cocina equipada, suite. Apartamento moderno y funcional, con acabados, revestimientos y materiales de alta calidad, que brindan armonía y confort. Cuenta con aire acondicionado y ventanas con doble acristalamiento. Situado a pocos minutos a pie de la zona ribereña de la ciudad y de varias zonas verdes, perfectas para pasear o andar en bicicleta. Rodeado de servicios, comercios, restaurantes y varios transportes públicos, contando además con la inauguración de una nueva estación de metro, que reforzará la conexión del emprendimiento con toda la ciudad. El condominio tiene acceso exclusivo a una elegante azotea con piscina y área de recreación, con impresionantes vistas del Puente 25 de Abril y el río Tajo. FINALIZACIÓN DE LA OBRA PREVISTA PARA FINALES DE 2025.",False,newdevelopment,True,True,8209.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33396023,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/79/ef/2e/243843149.jpg,EVO200057B28,17,9,560000.0,{'price': {'amount': 560000.0}},flat,sale,70.0,1,2,Lapa,Lisboa,Estrela,Lapa,pt,38.7048067,-9.1694027,False,https://www.idealista.pt/empreendimento/33396023/,,False,newdevelopment,True,True,8000.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
