propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,neighborhood,latitude,longitude,showAddress,url,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,description,parkingSpace,highlight,newDevelopmentFinished
33345107,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b3/04/09/244208766.jpg,1217-3646,22,2,320000.0,{'price': {'amount': 320000.0}},flat,sale,52.0,1,2,Alto do Carvalhão s/n,Lisboa,Campolide,Centro,pt,,38.724602,-9.1652561,True,https://www.idealista.pt/imovel/33345107/,False,good,False,,6154.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso en Alto do Carvalhão s/n'}",False,False,False,False,False,False,,,,
33347272,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ea/e2/8f/241239751.jpg,0480,17,3,217500.0,{'price': {'amount': 217500.0}},flat,sale,82.0,3,2,Marvila,Lisboa,Marvila,,pt,,38.7486718,-9.1116167,False,https://www.idealista.pt/imovel/33347272/,False,good,False,True,2652.0,{'typology': 'flat'},"{'subtitle': 'Marvila, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,,,,
33347071,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/df/f2/f6/241229482.jpg,121801368-29,35,,650000.0,{'price': {'amount': 650000.0}},flat,sale,80.0,2,1,rua Arco do Carvalhão s/n,Lisboa,Campolide,Centro,pt,,38.7241806,-9.1652641,True,https://www.idealista.pt/imovel/33347071/,True,good,False,,8125.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso en rua Arco do Carvalhão s/n'}",False,False,False,False,False,False,,,,
33347049,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/27/09/22/241229065.jpg,121021215-179,15,bj,320000.0,{'price': {'amount': 320000.0}},flat,sale,85.0,2,1,Centro,Lisboa,Campolide,Centro,pt,,38.7229765,-9.1585823,False,https://www.idealista.pt/imovel/33347049/,False,good,False,False,3765.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,"T2 con renovación reciente en San Bento En un edificio típico de Lisboa de los años 30 del siglo XX, este simpático apartamento fue remodelado y modernizado hace 10 años. Tiene cocina equipada, semiabierta al espacioso salón. Una habitación con armario empotrado, una segunda habitación con un pequeño balcón. Doble acristalamiento, oscilobatientes y carpintería de buena calidad. Planta baja alta. El apartamento se encuentra alquilado hasta febrero de 2025. ""La información proporcionada no exime de su confirmación y no puede considerarse vinculante"".",,,
33347039,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/93/ed/33/241746303.jpg,124021228-3,49,,1960000.0,{'price': {'amount': 1960000.0}},flat,sale,165.0,3,2,rua Rodrigo da Fonseca s/n,Lisboa,Santo António,Rato - Amoreiras,pt,,38.720748,-9.1512933,True,https://www.idealista.pt/imovel/33347039/,False,good,False,,11879.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Piso en rua Rodrigo da Fonseca s/n'}",True,False,False,False,False,False,"T3 con balcón en emprendimiento de lujo. Ubicado entre la glamurosa Avenida da Liberdade y el Príncipe Real, se encuentra este espacioso inmueble que cuenta con 3 habitaciones, 1 suite con walking closet, 1 baño completo, 1 aseo, salón y cocina en open space y balcón con vistas despejadas, 3 plazas de aparcamiento y trastero. Este apartamento refleja una rigurosa y selecta aplicación de materiales nobles y equipamientos especiales de última generación, invirtiendo en el mejor confort y comodidad entre amplias divisiones o espacios comunes que configuran entre los dos bloques de este emprendimiento. The Nest goza de una ubicación impar cerca de lo mejor que la ciudad tiene para ofrecer, desde las tiendas de marcas de lujo y teatros de la Avenida da Liberdade, hasta los restaurantes gourmet y bares 'trendy' del Príncipe. - suelo de los baños calefactado; - toallero eléctrico; - Aire acondicionado; - Persianas eléctricas; - Equipamientos Siemens; - Suelo de madera maciza; - Portero; - Ascensor.",,,
33346969,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/45/a2/46/241457891.jpg,120631830-106,27,,435000.0,{'price': {'amount': 435000.0}},flat,sale,98.0,2,2,Laranjeiras,Lisboa,São Domingos de Benfica,Laranjeiras,pt,,38.7514893,-9.1756746,False,https://www.idealista.pt/imovel/33346969/,False,good,False,,4439.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,"T2 ESTRADA DA LUZ REMODELADO- OPORTUNIDAD ÚNICA Te presento esta gran oportunidad de ser tu nuevo hogar en Lisboa, en la Estrada da Luz, rodeada de espacios verdes, nuevos conceptos y comercio cualificado, con la posibilidad de tener una oferta de varios servicios en el barrio; en el que tener coche se convierte en una opción. Varias infraestructuras como Escuela Básica das Laranjeiras, Colegio Militar, Hospital da Luz, parque infantil, Loja do Cidadão Laranjeiras, Centro Comercial Comercial Colombo, Correos, farmacias, restaurantes, cafés. Este apartamento T2 con un área bruta privativa de 90m2, cuenta con un salón, amplia cocina, dos dormitorios y 2 baños, uno de ellos en suite, balcón. Con mucha luz natural. En un edificio con ascensor. POSIBILIDAD DE ALQUILAR PLAZA DE GARAJE CERCA DEL APARTAMENTO Centralidad, Transportes y ejes viarios: IP7, 2ª circular, Eje Norte-Sur, A5, IC19. Carris y Metro Laranjeiras. Al ser un 2º piso, disfrutamos de una excelente luminosidad, vistas despejadas de espacios verdes y paisaje urbano y una buena exposición solar.",,,
33346931,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/cc/b1/25/241226670.jpg,120261278-291,50,10,1399000.0,{'price': {'amount': 1399000.0}},flat,sale,202.0,4,3,Praça Dom António Ribeiro,Lisboa,Santa Clara,,pt,,38.7792107,-9.1527788,False,https://www.idealista.pt/imovel/33346931/,True,good,False,True,6926.0,{'typology': 'flat'},"{'subtitle': 'Santa Clara, Lisboa', 'title': 'Piso en Praça Dom António Ribeiro'}",False,False,True,False,False,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",{'groupDescription': 'Top'},
33346818,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ac/c4/b3/241226299.jpg,126351012-22,17,,480000.0,{'price': {'amount': 480000.0}},flat,sale,65.0,2,2,avenida da Liberdade s/n,Lisboa,Santo António,Av. da Liberdade - Marquês de Pombal,pt,,38.7209245,-9.1467488,True,https://www.idealista.pt/imovel/33346818/,False,good,False,,7385.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Piso en avenida da Liberdade s/n'}",True,False,False,False,False,False,,,,
33346825,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/bd/f7/7d/241225235.jpg,124661114-2,33,,315000.0,{'price': {'amount': 315000.0}},flat,sale,87.0,3,2,quinta das Lavadeiras s/n,Lisboa,Santa Clara,,pt,,38.7837538,-9.1642521,True,https://www.idealista.pt/imovel/33346825/,False,good,False,,3621.0,{'typology': 'flat'},"{'subtitle': 'Santa Clara, Lisboa', 'title': 'Piso en quinta das Lavadeiras s/n'}",False,False,False,False,False,False,,,,
33346797,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/7d/d1/b6/241224915.jpg,120521000-1694,24,,332000.0,{'price': {'amount': 332000.0}},flat,sale,46.0,1,1,rua Possidónio da Silva s/n,Lisboa,Estrela,Prazeres,pt,,38.711978,-9.168747,True,https://www.idealista.pt/imovel/33346797/,False,good,False,,7217.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso en rua Possidónio da Silva s/n'}",False,False,False,False,False,False,,,,
33346731,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/4a/77/fd/241222757.jpg,C0364-03185,9,bj,395000.0,{'price': {'amount': 395000.0}},flat,sale,92.0,1,1,"rua Maria Pia, 11",Lisboa,Estrela,Prazeres,pt,,38.7114265,-9.1727466,True,https://www.idealista.pt/imovel/33346731/,False,good,False,False,4293.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso en rua Maria Pia, 11'}",True,False,False,False,False,False,"¡Bienvenido a tu hogar en el corazón del barrio más buscado de Lisboa! Este nuevo apartamento de 1 dormitorio cuenta con un jardín privado, que ofrece tranquilidad y conexión con la naturaleza justo en tu puerta. Situado en Campo De Ourique, una de las zonas más de moda de Lisboa, este apartamento se encuentra en un edificio de reciente construcción y con garantía de construcción, lo que garantiza calidad y tranquilidad durante muchos años. Trabajada con materiales de alta calidad, esta casa irradia elegancia y confort modernos. A pocos minutos del centro de Lisboa, disfruta de la comodidad de la vida urbana con fácil acceso a las vibrantes atracciones, restaurantes y lugares culturales de la ciudad. No pierdas la oportunidad de experimentar una vida de lujo en Lisboa. Agenda hoy mismo una visita e imagina el estilo de vida de tus sueños en este excepcional apartamento. Para más información, no dudes en contactarnos.",,,
33346723,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/5e/40/a9/241222413.jpg,C0389-01106,28,3,375000.0,"{'price': {'amount': 375000.0, 'priceDropInfo': {'formerPrice': 390000.0, 'priceDropValue': 15000, 'priceDropPercentage': 4}}}",flat,sale,67.0,2,2,"travessa Henrique Cardoso, 71",Lisboa,Alvalade,Alvalade,pt,,38.7455372,-9.1428141,True,https://www.idealista.pt/imovel/33346723/,True,renew,False,False,5597.0,{'typology': 'flat'},"{'subtitle': 'Alvalade, Lisboa', 'title': 'Piso en travessa Henrique Cardoso, 71'}",True,False,False,False,False,False,"Ubicado en el corazón de la ciudad de Lisboa, este apartamento de 2 dormitorios y 67 m2 ofrece una oportunidad única para la personalización y renovación. Situado en el tercer piso sin ascensor, ofrece un ambiente de tranquilidad y privacidad, mientras mantiene la proximidad a todas las comodidades urbanas. Este apartamento cuenta con dos dormitorios, salón, cocina, dos baños y balcones cerrados que se pueden utilizar para ampliar el espacio habitable. Situado en la Travessa Henrique Cardoso, el apartamento está muy bien ubicado junto a la Av. de Roma con fácil acceso a una variedad de tiendas, restaurantes, escuelas y transporte público. Aunque actualmente necesita remodelación, este apartamento ofrece un enorme potencial para convertirse en un hogar personalizado y acogedor. Con visión y creatividad, es posible transformar este espacio en una encantadora residencia que satisfaga las necesidades y el estilo de vida de sus futuros ocupantes. Para obtener más información o para programar una visita, contáctenos hoy mismo. Golden Heritage, Lda es un intermediario de crédito vinculado al Banco de Portugal con el número de registro 4874. Estamos disponibles para presentarle, de forma gratuita, propuestas de préstamos hipotecarios. Venga a conocernos, tenemos soluciones para la realización de su negocio.",,,
33346722,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/47/4a/23/241222380.jpg,C0354-00566,32,,379000.0,{'price': {'amount': 379000.0}},chalet,sale,141.0,5,2,"rua da Picheleira, 75",Lisboa,Beato,,pt,,38.7380602,-9.1209774,True,https://www.idealista.pt/imovel/33346722/,True,renew,False,,2688.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Beato, Lisboa', 'title': 'Casa independiente en rua da Picheleira, 75'}",True,False,False,False,False,False,"Ubicada en la parroquia de Beato, en la Calçada da Picheleira N. 75, en el centro de Lisboa y muy cerca de todos los medios de comunicación, transporte público y áreas comerciales, encontramos esta casa de construcción de 1931, ubicada para una remodelación total. Se encuentra ubicada en un lugar de vivienda tranquila y de barrio, con la debida privacidad, seguridad e integrada en una zona de viviendas adosadas y en edificios con altura limitada a 3. Piso. Vivienda con las siguientes características a destacar: - libreta predial de afectación urbana, con dos plantas, sótano y planta baja; - dos frentes orientadas a la Calçada da Picheleira y a la Rua Luis Gonzaga Pereira; - tipología T5, de 6 habitaciones; - terreno de 139,5m2, con un área de implantación de 84m2; - área bruta privativa de 141,5m2, repartidos en 67,5m2 en el sótano y 74m2 en la planta baja; - terraza en la parte trasera de la planta baja y patio en la zona del sótano. Este tipo de vivienda característica de la zona se encuentra ubicada para inversores que deseen reconstruir en el mismo lugar aprovechando la ampliación del espacio en altura hasta el 3. Piso. Encontramos varios ejemplos de edificios en los que las anteriores viviendas que les sirvieron de base, similares a la presente, fueron ampliadas en altura, añadiendo dos plantas más y transformadas en fracciones de tipología T1 y T2 hasta un máximo de 7 fracciones por edificio. El resultado final permitirá siempre la opción de venta o alquiler. Cualquiera de las opciones permite una rentabilidad muy interesante, sobre todo cuando el inmueble se encuentra ubicado en una zona muy céntrica y con un conjunto de accesos que cubren todos los requisitos necesarios. Para quien desee remodelar la vivienda para una vivienda permanente, este producto también constituye una excelente opción dada la superficie bruta privativa existente, así como el aprovechamiento de la terraza en la parte trasera y el patio en el sótano. Posee una excelente luminosidad natural en las dos fachadas así como una excelente disposición solar. Insertada en la parroquia de Beato, que es una parroquia portuguesa del municipio de Lisboa, con 2,48 km² de superficie y 12 183 habitantes. Tiene una densidad de población de 4 906 hab/km². Cercanía de los principales medios de comunicación y de acceso a y desde Lisboa, metro de Olaias, zonas comerciales como Olaias Plaza, a poca distancia de colegios como el Agrupamento de Escolas das Olaias, farmacias, hospitales, jardines, mercado y supermercados como Pingo Doce, todo en un radio de menos de 400m. Fácil aparcamiento en los alrededores de la vivienda. ¡Reserve ya su visita, venga a conocer su futura inversión o su futura casa y comience a vivir este estilo de vida de barrio!",,,
33346711,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/da/20/b5/241738479.jpg,C0442-00354,34,5,360000.0,{'price': {'amount': 360000.0}},flat,sale,67.0,2,1,Alto de Alcântara,Lisboa,Alcântara,Alto de Alcântara,pt,,38.7055902,-9.1882884,False,https://www.idealista.pt/imovel/33346711/,True,good,False,True,5373.0,{'typology': 'flat'},"{'subtitle': 'Alcântara, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,"¿Buscas un apartamento joven, moderno, luminoso y bien ubicado, en un edificio con ascensor? ¡Este puede ser tu futuro hogar! Y aún hay un gran detalle: ¡una terraza con una vista espectacular! Oportunidades como esta no surgen con frecuencia. No dejes escapar esta oportunidad. ¡Agenda ya tu visita!",,,
