propertyCode,thumbnail,externalReference,numPhotos,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,parkingSpace,newDevelopmentFinished,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,topPlus,floor,neighborhood
33311489,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/17/16/ba/240096152.jpg,W-02UJQI,31,398500.0,{'price': {'amount': 398500.0}},flat,sale,46.0,1,1,Av. da Liberdade - Marquês de Pombal,Lisboa,Santo António,Av. da Liberdade - Marquês de Pombal,pt,38.7295313,-9.1452646,False,https://www.idealista.pt/imovel/33311489/,"Apartamento de 1 dormitorio insertado en un sofisticado edificio con ascensor y de reciente construcción donde se logró un compromiso entre la contemporaneidad presente en todo su interior con la fachada tradicional. Ubicado en el corazón de la ciudad de Lisboa, a poca distancia a pie del Marqués de Pombal, la Avenida Fontes Pereira de Melo y Saldanha, este moderno apartamento ofrece una experiencia de vida cosmopolita única. Situado en el último piso del emprendimiento, lo que le confiere una luz natural extraordinaria, este inmueble cuenta con 46 m2 de área bruta privativa, compuesta por sala de estar y comedor, con amplios ventanales con vistas despejadas sobre la ciudad y que comunican con la cocina, totalmente equipada con electrodomésticos TEKA, de alta calidad. El baño completo incluye una cabina de ducha y sanitarios sanitarios. La habitación se beneficia de un armario empotrado y una ventana que da a la parte trasera de una zona tranquila. Nada en este apartamento fue olvidado, destacándose el aire acondicionado en la habitación y la sala, carpintería con doble acristalamiento lo que le confiere mayor confort térmico y acústico, cocina y baño revestidos con piedra Lioz, puerta de alta seguridad etc. Este apartamento se vende parcialmente amueblado, siendo por tanto una oportunidad única de adquirir un inmueble listo para habitar en una de las zonas más buscadas y valoradas de la ciudad de Lisboa. La Parroquia de Santo António resulta de la agregación de tres parroquias lisboetas: S. José, Corazón de Jesús y San Mamede. Con un nombre en honor al santo patrón de Lisboa, la parroquia quiere preservar el pasado y crear nuevas historias en la capital, quiere integrar a todas las personas y empresas en la vida comunitaria, valorar y preservar los lugares emblemáticos y también quiere ser un ejemplo de innovación, quiere atraer jóvenes y emprendedores a este lugar en el corazón de Lisboa. El Barrio Barata Salgueiro, el Barrio Camões, (inaugurado en 1880 en el tricentenario de la muerte del poeta Luís de Camões) el edificio del Diário de Notícias, la Iglesia del Sagrado Corazón de Jesús, el Edificio 'Franjinhas', son reveladores de la dinámica urbanística de este lugar. La parroquia comprende la afamada Avenida da Liberdade, inaugurada a finales del siglo XIX, el 'Passeio Público'' fue creado a semejanza de los grandes 'Boulevards' europeos de la época. Zona noble de la ciudad en la que encontramos, tanto a su izquierda como a su derecha, grandes mansiones señoriales que representan.",True,good,False,True,,,8663.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Piso'}",True,False,True,False,,False,False,6,
33309862,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/06/03/ee/240040828.jpg,471,15,349900.0,{'price': {'amount': 349900.0}},flat,sale,44.0,1,2,rua das Laranjeiras,Lisboa,São Domingos de Benfica,Laranjeiras,pt,38.7477055,-9.1674412,False,https://www.idealista.pt/imovel/33309862/,,False,good,False,False,,,7952.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso en rua das Laranjeiras'}",False,False,False,False,,False,False,bj,
33311423,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/f0/7d/74/240091622.jpg,BMJ202404031752,30,1300000.0,{'price': {'amount': 1300000.0}},flat,sale,195.0,2,3,Calçada do Combro,Lisboa,Misericórdia,Santa Catarina,pt,38.7124284,-9.1494414,False,https://www.idealista.pt/imovel/33311423/,"Apartamento de 2 dormitorios en venta, ubicado en el corazón del histórico Barrio Alto, en Lisboa. Superficie bruta privativa: 180,74 m² Superficie bruta dependiente: 14,84 m² La propiedad ofrece una amplia sala con vistas a la ciudad de Lisboa, cocina independiente totalmente equipada, dos dormitorios con armarios empotrados y baño completo. También incluye un aseo. Además, este apartamento está situado en un edificio histórico con garaje. Tiene piscina en el condominio. La ubicación es simplemente perfecta, en el corazón de Lisboa, rodeada de todo tipo de comercios y servicios, así como acceso a las principales arterias de la ciudad. Excelente para quien busca una buena inversión o simplemente un estilo de vida refinado, cómodo y seguro.",True,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,6667.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Piso en Calçada do Combro'}",True,False,False,False,,False,False,bj,
33310380,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/d6/88/43/240058517.jpg,HT_11155,24,570000.0,"{'price': {'amount': 570000.0, 'priceDropInfo': {'formerPrice': 600000.0, 'priceDropValue': 30000, 'priceDropPercentage': 5}}}",flat,sale,116.0,3,3,"Calçada da Ajuda, 32",Lisboa,Belém,Centro,pt,38.6981801,-9.1993693,True,https://www.idealista.pt/imovel/33310380/,"Apartamento de 3 dormitorios con 116m2 y terraza en un edificio típico de Lisboa con solo 4 fracciones, ubicado en el 1er piso en Calçada da Ajuda con vistas al Palacio Nacional de Belém y vista lateral al río. Este apartamento de 3 dormitorios consta de un hall de entrada con un aseo de cortesía y acceso al comedor y sala de estar, terraza y zona privada, cocina y dormitorios. La sala de estar es de xx m2 con balcón francés y ventana con vista al Palacio Nacional de Belém. La cocina totalmente equipada. En la zona privada hay tres dormitorios, uno de ellos en suite con acceso a la terraza privada. Los otros dos dormitorios tienen una ventana a la terraza. Todos los dormitorios, incluida la suite, tienen armarios empotrados y la suite tiene un espacio de armario. El apartamento está equipado con aire acondicionado, ventanas de PVC. Esta T3 se encuentra junto al Museo de Carruajes, Maat, CCB, Torre de Belém, Fundación Champalimaud, Jardín de la Plaza Afonso de Albuquerque. Situado en una zona residencial muy segura con buen acceso a la A5 (Cascais/Lisboa), Avenida da Marginal, CRIL, a tiro de piedra de Algès, la Torre de Belém, el CCB, el Centro Champalimaud, el Monasterio de los Jerónimos y los Muelles. La proximidad del transporte público (tren, autobuses, tranvía) al carril bici y paseo marítimo, hospitales, colegios, supermercados, restaurantes, pastelerías como 'O Careca' y Pastéis de Belém y otros servicios. Muy fácil de aparcar.",True,good,False,False,,,4914.0,{'typology': 'flat'},"{'subtitle': 'Belém, Lisboa', 'title': 'Piso en Calçada da Ajuda, 32'}",True,False,True,False,,False,False,1,
33311440,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/1d/ab/57/244222635.jpg,2226-2903,43,515000.0,{'price': {'amount': 515000.0}},flat,sale,187.0,4,3,avenida Cidade de Lourenço Marques s/n,Lisboa,Olivais,,pt,38.7642276,-9.1194476,True,https://www.idealista.pt/imovel/33311440/,,False,good,False,True,,,2754.0,{'typology': 'flat'},"{'subtitle': 'Olivais, Lisboa', 'title': 'Piso en avenida Cidade de Lourenço Marques s/n'}",True,False,False,False,,False,False,7,
33311352,https://img3.idealista.pt/blur/WEB_LISTING/90/id.pro.pt.image.master/a2/f6/01/240089407.jpg,,13,200000.0,{'price': {'amount': 200000.0}},flat,sale,43.0,1,1,rua António Luís Inácio,Lisboa,Penha de França,Bairro dos Actores - Barão Sabrosa,pt,38.7347258,-9.1289415,False,https://www.idealista.pt/imovel/33311352/,"Apartamento remodelado con 2 habitaciones, en un 1er piso sin ascensor. La propiedad consta de una sala común con cocina equipada con vitrocerámica, horno, campana extractora y calentador de agua. Habitación con armario empotrado, ventanas de doble acristalamiento. Propiedad con gas canalizado. Edificio ubicado en una zona de comercios y transportes. Áreas: Dormitorio 10m, Sala con cocina 18m, Wc 3, marquesina 2m. Licencia de Uso No. 324 de 27/07/1964 ¡Reserve su visita ahora!",False,good,False,False,,,4651.0,{'typology': 'flat'},"{'subtitle': 'Penha de França, Lisboa', 'title': 'Piso en rua António Luís Inácio'}",True,False,False,False,,False,False,1,
33311321,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/8e/ca/72/240088530.jpg,,25,850000.0,{'price': {'amount': 850000.0}},flat,sale,250.0,7,2,rua Pascoal de Melo,Lisboa,Arroios,São Jorge de Arroios,pt,38.7301083,-9.1356096,False,https://www.idealista.pt/imovel/33311321/,"Apartamento para remodelar, en una de las zonas más céntricas de Lisboa, Rua Pascoal de Melo. Dispone 9 divisiones habitables, y una área total de 293m2, donde incluye un patio de 43m2. Edificio anterior a 1951, donde se puede apreciar la bonita arquitectura de la época no solo en la fachada del edificio, sino también en los techos trabajados en algunas divisiones del apartamento. Zonas de circulación y áreas muy amplias, permitiendo una gran claridad en todas las divisiones. Reserva tu visita y haz el proyecto soñado de tu futura casa.",False,renew,False,False,,,3400.0,{'typology': 'flat'},"{'subtitle': 'Estefânia, Lisboa', 'title': 'Piso en rua Pascoal de Melo'}",False,False,False,False,,False,False,1,Estefânia
33311213,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/81/43/5a/240085204.jpg,APA410NS2,28,270000.0,{'price': {'amount': 270000.0}},flat,sale,107.0,2,2,"rua Cidade de Cardiff, 17",Lisboa,Arroios,Anjos,pt,38.7281933,-9.1313164,True,https://www.idealista.pt/imovel/33311213/,,False,good,False,,,,2523.0,{'typology': 'flat'},"{'subtitle': 'Arroios, Lisboa', 'title': 'Piso en rua Cidade de Cardiff, 17'}",True,False,False,False,,False,False,,
33311083,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/18/c7/2d/240082496.jpg,120181492-35,18,549000.0,{'price': {'amount': 549000.0}},flat,sale,135.0,2,2,rua de Cascais s/n,Lisboa,Alcântara,Largo do Calvário - Lx Factory,pt,38.7034015,-9.1748228,True,https://www.idealista.pt/imovel/33311083/,,False,good,False,,,,4067.0,{'typology': 'flat'},"{'subtitle': 'Alcântara, Lisboa', 'title': 'Piso en rua de Cascais s/n'}",False,False,False,False,,False,False,,
33311069,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/79/3d/83/240082367.jpg,120181087-438,14,319800.0,{'price': {'amount': 319800.0}},flat,sale,48.0,1,1,rua Alfredo Roque Gameiro s/n,Lisboa,Avenidas Novas,Entrecampos,pt,38.7453928,-9.1579312,True,https://www.idealista.pt/imovel/33311069/,,False,good,False,,,,6663.0,{'typology': 'flat'},"{'subtitle': 'Avenidas Novas, Lisboa', 'title': 'Piso en rua Alfredo Roque Gameiro s/n'}",True,False,False,False,,False,False,,
