propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,parkingSpace,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,topNewDevelopment,topPlus,neighborhood,highlight,newDevelopmentFinished
33363984,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a6/65/9d/242310648.jpg,HC572,40,6,199000.0,{'price': {'amount': 199000.0}},flat,sale,78.0,2,1,Gare do Oriente - Zona Sul,Lisboa,Parque das Nações,Gare do Oriente - Zona Sul,pt,38.7744212,-9.1026408,False,https://www.idealista.pt/imovel/33363984/,"Apartamento de 2 dormitorios en Olivais El piso se encuentra en un edificio con dos ascensores, consta de 2 amplios dormitorios, un acogedor salón, una cocina funcional y un baño, ofreciéndote todo el espacio y comodidad que buscas para vivir bien. Este apartamento de 2 dormitorios en Casal dos Machados ofrece una ubicación perfecta para aquellos que buscan comodidad y conveniencia. Situada en una zona privilegiada, esta casa está lista para recibirlo con una variedad de servicios a su alcance. Benefíciese de una amplia red de transporte público y acceso por carretera, lo que hace que moverse sea fácil y rápido. Además, disfrute de la cercanía de hospitales, restaurantes, estacionamientos comerciales y hoteles, brindándole una vida práctica llena de comodidades. Disfrute también de la comodidad de la terminal de autobuses Gare Oriente y de la proximidad de las estaciones de metro Moscavide (350 m) y Oriente (1,0 km), lo que facilitará aún más sus desplazamientos por la ciudad. Este es el lugar perfecto para llamar hogar. Condominio con un valor de 23€ Acerca de H Consulting: H Consulting proporciona consultores inmobiliarios dedicados en todos los procesos de compra y venta de propiedades.   Tenemos a nuestra disposición varias herramientas donde podemos buscar permanentemente una propiedad a la medida de sus necesidades.   Brindamos seguimiento presencial en las visitas y negociaciones de todas las propiedades.    Contamos con las soluciones financieras más ventajosas para tu hipoteca, donde te acompañamos durante todo el proceso. Ofrecemos apoyo legal en todas las etapas de los procesos de compraventa y arrendamiento de inmuebles, como marcación y ejecución del CPCV (Contrato de Promesa de Compraventa), marcamos o apoyamos en la ejecución de Escrituras Públicas de Compraventa.   Compartimos todas nuestras propiedades con las agencias inmobiliarias con licencia AMI 50/50.   Para obtener más información, contáctenos en: HConsulting. Pt ¡Esperamos poder programar su visita!",False,good,False,True,,2551.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Piso'}",False,False,True,False,False,False,,,
33364001,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/2f/ac/59/245276131.jpg,60431,46,,735000.0,{'price': {'amount': 735000.0}},flat,sale,130.0,2,4,Entrecampos,Lisboa,Avenidas Novas,Entrecampos,pt,38.7433488,-9.1617793,False,https://www.idealista.pt/imovel/33364001/,"Ubicación excepcional en Avenidas Novas: Este piso de 2 dormitorios está situado en una de las zonas más prestigiosas de Lisboa, ofreciendo comodidad y acceso privilegiado a una amplia gama de servicios, tiendas y transporte público. Avenidas Novas es conocida por su ambiente vibrante y su proximidad a parques, restaurantes y centros culturales. Espacios amplios y luminosos: Esta vivienda destaca por sus amplios espacios y la luz natural que inunda sus estancias. Con una superficie total de 122m2, este piso ofrece comodidad y funcionalidad para diversos estilos de vida. Edificio moderno y de calidad: Ubicado en un edificio reciente, este piso se beneficia de acabados contemporáneos y de una construcción sólida. Con atención al detalle y materiales de alta calidad, el edificio ofrece un entorno moderno y seguro para sus residentes. Incluye Garaje: Para la comodidad de los residentes, este piso viene con una plaza de garaje, proporcionando un aparcamiento seguro y cómodo en una zona donde el aparcamiento puede ser escaso. Características principales: 2 Dormitorios/Suites luminosos y ventilados Amplio salón Cocina totalmente equipada 2 baños modernos Balcón Aire acondicionado Calefacción central Suelos de madera de calidad Doble acristalamiento Ascensor Ideal para: Este piso es ideal para parejas, familias pequeñas o inversores que busquen una vivienda bien situada, con excelentes zonas y en un edificio moderno y seguro. ¡No pierda esta oportunidad de adquirir una vivienda de calidad en Avenidas Novas! Reserve ya su visita.",False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",5654.0,{'typology': 'flat'},"{'subtitle': 'Avenidas Novas, Lisboa', 'title': 'Piso'}",True,True,False,False,False,False,,,
33363730,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a5/59/f4/242050228.jpg,334240011A,31,3,399000.0,{'price': {'amount': 399000.0}},flat,sale,80.0,2,1,rua Francisco da Conceição Silva,Lisboa,Lumiar,Telheiras,pt,38.7683491,-9.165379,False,https://www.idealista.pt/imovel/33363730/,"Habitación de 20 m2 con balcón Dormitorio de 11 m2 con armario empotrado Dormitorio de 10 m2 con armario empotrado Cocina de 10 m2, semi-equipada y con zona de lavandería Pasillo de 5 m2 Recibidor de 3,5 m2 Ventanas con doble acristalamiento Puerta blindada Videoportero Garaje (aparcamiento) planta -1 Trastero planta -1 Edificio de 2005 con 2 ascensores Portero de servicio de 9:00 a 18:00 Zona tranquila y de fácil acceso, cerca del metro de Telheiras, supermercado Aldi y colegio Planalto. ¡Ven a conocerlo! ¡Llame al (llamada a la red fija nacional) para concertar su visita! * La información proporcionada es meramente informativa, no vinculante, sin perjuicio de su consulta con el mediador.",True,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",4988.0,{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Piso en rua Francisco da Conceição Silva'}",True,False,False,False,False,False,,,
33363725,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9e/c2/fe/244214245.jpg,2226-3045,31,8,350000.0,{'price': {'amount': 350000.0}},flat,sale,102.0,2,2,avenida República da Bulgária s/n,Lisboa,Marvila,,pt,38.7497298,-9.1163937,True,https://www.idealista.pt/imovel/33363725/,"Excelente apartamento con vistas despejadas al río Tajo. En un octavo piso muy luminoso y espacioso encontramos este apartamento de 2 dormitorios con dos baños, cocina totalmente equipada, 1 plaza de garaje y trastero. Con excelente calidad de construcción y orientación solar naciente, se encuentra junto al Parque de la Bela Vista con acceso a una amplia zona verde donde puede disfrutar de una enorme extensión para paseos o ejercicio físico. El edificio está situado encima del centro comercial, donde puede disfrutar de numerosos servicios (supermercado, restaurantes, cafeterías, gimnasio, tienda del ciudadano entre otros). Está a escasos metros de la estación de metro de Bela Vista, con toda la calidad de vida que proporciona el fácil acceso al centro de Lisboa, la proximidad de los espacios verdes y la vista del río. A 5 minutos de uno de los colegios más prestigiosos de Lisboa, el colegio Valsassina y también algunas escuelas públicas. Licencia de uso nº 1152/ UT/ 2005 Área útil de 89,07 m2 Características: Características Exteriores - Puerta blindada; Video Portero; Piso Alto; Características Interiores - Hall de entrada; Electrodomésticos empotrados; Armarios empotrados; Características Generales - Primer Propietario; Orientación - Naciente; Otros Equipamientos - Gas canalizado; Calefacción central; Lavavajillas; Secadora de ropa; Nevera; Lavadora; Vistas - Vista al río; Otras características - Garaje; Cocina Equipada; Trastero; Acceso adecuado para personas con movilidad reducida; Ascensor.",False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",3431.0,{'typology': 'flat'},"{'subtitle': 'Marvila, Lisboa', 'title': 'Piso en avenida República da Bulgária s/n'}",False,False,False,False,False,False,,,
33363724,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/29/20/d3/242050112.jpg,UG/38,35,16,2480000.0,{'price': {'amount': 2480000.0}},duplex,sale,461.0,5,3,Calçada da Ajuda - Belém,Lisboa,Ajuda,Calçada da Ajuda - Belém,pt,38.7120025,-9.2036434,False,https://www.idealista.pt/imovel/33363724/,"Dúplex T5 de arquitectura contemporánea con características exclusivas, excelentes acabados y detalles y vistas impresionantes sobre el río Tajo, proporcionando una vida familiar y social de excelencia. El apartamento está situado en uno de los mejores barrios de Lisboa, en una zona privilegiada. Una oportunidad única para quien busca lujo, confort y privacidad. El apartamento tiene una superficie bruta de 460 m2 y se desarrolla en 2 plantas, cada una con entrada independiente. Los acabados incluyen ventanas de madera y aluminio con doble acristalamiento, persianas eléctricas, aire acondicionado, aseos con mármol travertino y electrodomésticos Siemens. El edificio presenta un diseño moderno con nueve plantas sobre rasante para vivienda y tres plantas bajo rasante para aparcamiento. Dispone también de una serie de comodidades, como calefacción central, aspiración central, detector de gas, incendio e inundación, entre otros. En la planta superior, con amplio salón de unos 62 m2 y zonas diferenciadas, zona de TV, zona de comedor y una sala de estar con acceso a una generosa terraza de 60m2 con vistas panorámicas al río y al mar. La cocina totalmente equipada con electrodomésticos Siemens, aseo social, una terraza orientada al Parque Forestal de Monsanto complementan este espacio. Una elegante escalera conecta las dos plantas, garantizando una circulación fluida. En la planta inferior, destaca una espaciosa suite principal con vestidor y aseo con terraza y vistas frontales al río, una habitación con vestidor más dos habitaciones con armario empotrado y un despacho. Un cuarto de baño completo de apoyo y una lavandería. Edificio de nueve plantas sobre rasante para vivienda y 3 plantas bajo rasante destinadas a aparcamiento. El edificio dispone también de un espacio destinado a recogida de residuos sólidos urbanos, de un compartimento para los contadores de agua y otro para los cuadros eléctricos situado en la planta cero y de una sala de reuniones del condominio. La fachada exterior de la fracción está compuesta por sistema de fachada ventilada con revestimiento en Piedra Mármol, carpintería de madera giratoria o corredera, con corte térmico, vidrio doble incoloro y persianas eléctricas. Los sistemas de producción de agua caliente sanitaria y de calefacción son una caldera de condensación alimentada a gas natural. El sistema de calentamiento de agua posee un apoyo de colectores solares individuales en la cubierta del edificio. Su ubicación es de excelencia, dando como ejemplo el acceso a pie a pocos minutos de distancia al Parque de Monsanto, zona histórica de Belém y comercio y servicios diversos, escuelas próximas y de ocio, además de igualmente fácil acceso a las diversas autopistas como A5, Cril y Crel-A9. El apartamento ofrece una combinación única de lujo, confort y conveniencia, convirtiéndolo en una elección ideal para quien busca un estilo de vida sofisticado y exclusivo.",False,good,False,True,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",5380.0,"{'typology': 'flat', 'subTypology': 'duplex'}","{'subtitle': 'Ajuda, Lisboa', 'title': 'Dúplex'}",True,False,False,False,False,False,,,
33363559,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/87/d8/47/242044569.jpg,,20,2,650000.0,{'price': {'amount': 650000.0}},flat,sale,77.0,2,1,"rua do Sol a Santa Catarina, 28",Lisboa,Misericórdia,Santa Catarina,pt,38.7105467,-9.1489258,True,https://www.idealista.pt/imovel/33363559/,,True,good,False,False,,8442.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Piso en rua do Sol a Santa Catarina, 28'}",True,False,False,False,False,False,,,
33363680,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/fd/65/c2/242048331.jpg,1382LM,29,,3750000.0,{'price': {'amount': 3750000.0}},chalet,sale,480.0,4,4,Lapa,Lisboa,Estrela,Lapa,pt,38.7152704,-9.1626009,False,https://www.idealista.pt/imovel/33363680/,"Magnífico chalet de 4 dormitorios con jardín, jacuzzi y garaje, en venta en Estrela.  Completamente reformado con materiales y acabados de muy alta calidad, este proyecto de 480m2 totalmente homologado fue creado por el estudio de arquitectura Barbas Lopes.  Esta casa única de 4 plantas con ascensor tiene unas vistas increíbles de la ciudad de Lisboa, incluida una impresionante vista de la Basílica da Estrela.  Las plantas se distribuyen de la siguiente manera:  Planta -1: garaje, lavadero, zona de contenedores.  Planta 0: Acceso al garaje, hall de entrada, comedor, cocina, baño de visitas, jardín de 21 m2 con jacuzzi. 1ª planta: 1 suite, salón, baño y terraza con 11,10 m2. 2ª planta: 2 suites, 1 despacho y terraza de 10,7m2. Situada en el corazón de una zona de moda, junto al Jardim da Estrela, esta villa de lujo ofrecerá una calidad de vida única a sus futuros residentes.  No dejes pasar esta oportunidad, contacta con nosotros para más información.",False,good,False,,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",7813.0,{'typology': 'chalet'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Chalet'}",True,False,False,False,False,False,,{'groupDescription': 'Top'},
33363665,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/67/0c/0b/242048243.jpg,1380LM - 2,26,2,750000.0,{'price': {'amount': 750000.0}},flat,sale,165.0,3,3,Santos-o-Velho - Madragoa,Lisboa,Estrela,Santos-o-Velho - Madragoa,pt,38.7080412,-9.1569177,False,https://www.idealista.pt/imovel/33363665/,"Apartamento de 3 dormitorios en venta en el moderno barrio de Santos.  Este magnífico piso de 165 m2 está a reformar.  En buen estado, el apartamento ha conservado su encanto de antaño, con sus techos altos, sus molduras de corona, sus elegantes puertas. Su potencial original ofrece a los futuros compradores una increíble base arquitectónica para renovar según su gusto.  El apartamento está muy bien distribuido, con áreas privadas y sociales separadas. El salón, muy luminoso, consta de un amplio hall de entrada con baño de cortesía, un gran salón, un comedor y una cocina.  El espacio privado se distribuye alrededor de un pasillo con dos suites con buenas zonas, un amplio dormitorio y espacio de almacenamiento.  Situado en el corazón de Santos, esta ubicación ofrece a los residentes un estilo de vida cómodo, con acceso directo a los mejores restaurantes y atracciones de la ciudad, una conectividad inigualable a los principales barrios como Lapa, Principe-real, Baixa chiado, así como una conexión directa a Cascais y todas las playas a través de la estación de tren de Cais de Sodré. El proyecto de una estación de metro mejorará aún más la accesibilidad futura del barrio.  No te pierdas esta oportunidad de inversión segura, ideal como residencia principal o secundaria, cuyo valor seguirá creciendo con el tiempo.",False,renew,False,,,4545.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,
33363663,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/c0/a9/42/244380974.jpg,14298,12,,533000.0,{'price': {'amount': 533000.0}},flat,sale,135.0,2,2,Alameda - Praça do Chile - Almirante Reis,Lisboa,Arroios,São Jorge de Arroios,pt,38.7365868,-9.1329378,False,https://www.idealista.pt/imovel/33363663/,,False,good,False,,,3948.0,{'typology': 'flat'},"{'subtitle': 'Alameda - Praça do Chile - Almirante Reis, Lisboa', 'title': 'Piso'}",False,False,False,False,False,False,Alameda - Praça do Chile - Almirante Reis,,
33363653,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/0f/84/6a/242047662.jpg,PF33023,29,,1900000.0,{'price': {'amount': 1900000.0}},flat,sale,271.0,4,4,Prazeres,Lisboa,Estrela,Prazeres,pt,38.709673,-9.1648391,False,https://www.idealista.pt/imovel/33363653/,,False,good,False,True,,7011.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso'}",False,True,False,False,False,False,,,
33363637,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/26/3b/9a/242046775.jpg,CB02-0262,34,7,650000.0,"{'price': {'amount': 650000.0, 'priceDropInfo': {'formerPrice': 684000.0, 'priceDropValue': 34000, 'priceDropPercentage': 5}}}",flat,sale,137.0,2,3,"avenida José Malhoa, 2",Lisboa,Campolide,Praça de Espanha - Sete Rios,pt,38.7367658,-9.1613586,True,https://www.idealista.pt/imovel/33363637/,,True,good,False,True,,4745.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso en avenida José Malhoa, 2'}",True,False,False,False,False,False,,{'groupDescription': 'Top'},
33363614,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/ef/85/06/244672306.jpg,1350AM,52,2,1750000.0,{'price': {'amount': 1750000.0}},flat,sale,195.0,4,3,Chiado - Pç. de Camões,Lisboa,Misericórdia,Chiado - Pç. de Camões,pt,38.7086364,-9.1405672,False,https://www.idealista.pt/imovel/33363614/,"Este increíble apartamento de 4 dormitorios, ubicado en el centro de Chiado, ofrece una experiencia de vida única donde el lujo y la comodidad se encuentran. Imagínate caminando por las calles históricas de Chiado, con los mejores restaurantes y tiendas de la ciudad a la vuelta de la esquina. Este es el estilo de vida que ofrece este exclusivo apartamento. Consta de un amplio hall de entrada que conduce a la elegante sala de estar y comedor, ideal para entretener a amigos y familiares; Cocina totalmente equipada con zona de comedor; Recibidor que da paso a los dormitorios, garantizando privacidad y tranquilidad; Impresionante suite principal con área de walk-in closet y baño completo, equipada con una lujosa bañera de hidromasaje para momentos de relajación; Segunda suite con armarios empotrados y baño completo con ducha, ofreciendo comodidad y privacidad; Dos dormitorios adicionales, ambos con armarios empotrados; Un baño completo adicional para mayor comodidad. Incluye una plaza de aparcamiento para un coche en el edificio contiguo, lo que garantiza comodidad y seguridad. No pierdas la oportunidad de vivir en una de las zonas más prestigiosas de Lisboa, donde la historia y el lujo se encuentran. En Hakken podemos decir que hemos recorrido el camino con audacia, clase y rigor. Lo que nos distingue de los demás es nuestra capacidad de responder a cada objetivo que se nos presenta. Las metas, los sueños y los deseos forman parte de nuestro ADN, la fórmula para alcanzarlos es una variable que no depende únicamente de ti, un consultor Hakken es la persona indicada para encontrar lo que buscas, contacta con nosotros.",False,good,False,False,,8974.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Piso'}",True,False,False,False,False,False,,,
