propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,description,hasVideo,status,newDevelopment,hasLift,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,topPlus,parkingSpace,newDevelopmentFinished,neighborhood
33283176,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/fa/58/ec/238852449.jpg,,22,bj,450000.0,{'price': {'amount': 450000.0}},flat,sale,110.0,2,1,"rua Santos Pinto, 3",Lisboa,Estrela,Lapa,pt,38.7057526,-9.1660859,True,https://www.idealista.pt/imovel/33283176/,"Nuevo proyecto en la mejor zona de Lapa con vistas impresionantes al río Tajo. El edificio se encuentra cerca de las embajadas y palacios en una calle ancha y de fácil aparcamiento. El proyecto está en fase final de aprobación y contempla 6 T2 con áreas entre 80m2 y 110m2 y 1 T4 ático con 183m2, y con terraza de 24m2. Todos tienen balcones y/o jardín. El edificio será totalmente rehabilitado con instalación de plataforma elevatoria/ascensor. A 20 metros tiene la posibilidad de alquilar estacionamientos. Los apartamentos se venden para rehabilitar a su gusto, pero también existe la posibilidad de entregar los apartamentos totalmente renovados con acabados de lujo. Venga a conocer su nuevo proyecto de vivienda en la Rua Santos Pinto 3. Precios desde 450.000 a 950.000 euros. Rc Esq 450.000 jardín con 16m2 RC Dto 450.000 jardín con 29m2 1 Esq 490.000 balcón 9m2 1 Dto 460.000 balcón 4m2 2 Esq 510.000 balcón 9m2 2 Dto 470.000 balcón 4m2 Ático 950.000 con terraza 24m2 Nota: Las fotos presentadas en el anuncio son ilustrativas en 3D del proyecto, de varios apartamentos.",False,renew,False,True,4091.0,{'typology': 'flat'},"{'subtitle': 'Estrela, Lisboa', 'title': 'Piso en rua Santos Pinto, 3'}",True,False,False,False,,False,False,,,
33283074,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/7e/ca/ce/238846199.jpg,122911018-235,27,,685000.0,{'price': {'amount': 685000.0}},flat,sale,113.0,2,1,Príncipe Real,Lisboa,Santo António,Príncipe Real,pt,38.7173615,-9.1523093,False,https://www.idealista.pt/imovel/33283074/,"UN APARTAMENTO CON ALMA Este hermoso apartamento de 2 habitaciones con un jardín privado de 60m2, en una zona privilegiada de Lisboa, está ubicado en un edificio antiguo, lo que le confiere toda la personalidad y belleza que tiene, transformándolo en un apartamento único. Tiene una gran sala de estar, dividida en dos espacios bien diferenciados, la sala de estar con una gran biblioteca empotrada y el comedor con vajilla empotrada y conexión directa a la cocina y al jardín. La cocina está muy bien pensada, y con todo el encanto de una casa de época, está completamente revestida de armarios, lo que le da mucho almacenaje, y también tiene una pequeña despensa/trastero. La ventana da al jardín lo que la hace muy alegre. El dormitorio principal tiene una pared revestida de armarios y tiene acceso directo al baño. Ventana al jardín. El segundo dormitorio también tiene un armario empotrado de pared a pared y también acceso al baño. En el jardín, tiene un alegre pabellón independiente, con baño, que puede ser todo lo que la imaginación quiera. Una habitación de invitados, un escritorio, un taller o un jardín de invierno acristalado y orientado al simpático jardín. Al visitarlo quedará aún más satisfecho. ¡Reserve hoy su visita!",False,good,False,,6062.0,{'typology': 'flat'},"{'subtitle': 'Santo António, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,,,
33283048,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/40/0f/32/238845687.jpg,125911061-1,40,,395000.0,{'price': {'amount': 395000.0}},flat,sale,80.0,2,2,Calçada do Duque de Lafões,Lisboa,Beato,,pt,38.7341196,-9.1084843,False,https://www.idealista.pt/imovel/33283048/,"FANTÁSTICO APARTAMENTO DE 2 DORMITORIOS Y 1 ESTUDIO EN BEATO Bienvenido a este excelente apartamento de 2 dormitorios y 1 estudio en Beato, una propiedad que ofrece una combinación perfecta de practicidad y buena ubicación. Con una superficie de 80 metros cuadrados más una terraza privada, esta propiedad presenta una distribución inteligente de los espacios para satisfacer las necesidades de la vida moderna. Descripción: Al entrar en este luminoso apartamento, será recibido por una atmósfera cálida y acogedora. La sala de estar, llena de luz natural, ofrece un espacio encantador para relajarse y socializar. La cocina funcional es una invitación para que los entusiastas culinarios exploren su creatividad. Las habitaciones ofrecen comodidad y privacidad, siendo lo suficientemente versátiles como para satisfacer diferentes necesidades, ya sean dormitorios, oficinas o espacios de ocio. Cabe destacar que el apartamento dispone de una buena capacidad y cantidad de almacenamiento en las habitaciones y el pasillo. El edificio ha sido objeto de recientes obras, especialmente en el tejado y la claraboya. Durante los próximos años no necesitará intervenciones. La ubicación estratégica en Beato le permite estar cerca de una variedad de comodidades, incluyendo escuelas, centros comerciales, áreas de ocio y el hermoso río Tajo. La excelente red de transporte público facilita la conexión con las áreas circundantes. Este apartamento de 2 dormitorios y 1 estudio en Beato es la elección ideal para aquellos que buscan una residencia armoniosa y confortable. ¡Reserve una visita y descubra todo lo que esta propiedad tiene que ofrecer!",False,good,False,,4938.0,{'typology': 'flat'},"{'subtitle': 'Beato, Lisboa', 'title': 'Piso en Calçada do Duque de Lafões'}",False,False,False,False,,False,False,,,
33282891,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/24/0b/94/240080181.jpg,123751503-5,22,bj,254000.0,"{'price': {'amount': 254000.0, 'priceDropInfo': {'formerPrice': 264000.0, 'priceDropValue': 10000, 'priceDropPercentage': 4}}}",flat,sale,80.0,2,2,estrada de Chelas s/n,Lisboa,Beato,,pt,38.7318592,-9.1170963,True,https://www.idealista.pt/imovel/33282891/,"A estrenar | T2+1 en Santa Apolonia * SI ES INVERSOR, ESTE APARTAMENTO PUEDE GARANTIZARLE UN RENDIMIENTO CERCANO AL 6% * En la zona ribereña de la parroquia de Penha de França, cerca del Convento de Madredeus (Museo Nacional del Azulejo), encontrará este fantástico apartamento que acaba de recibir una profunda intervención y que podría convertirse en su próximo hogar en el centro de Lisboa. La centralidad de esta propiedad es realmente excelente: ubicación; proximidad y acceso a una red de transporte con varias líneas de autobús. Esta es una de las zonas de la parroquia de Penha de França (y de la ciudad de Lisboa) con mayor potencial de crecimiento y valorización, algo que puede ser importante tener en cuenta. El apartamento está situado en la planta baja con orientación solar naciente-poniente en un edificio de construcción antigua pero bien conservado, que mantiene la fachada original y que ha sido objeto de varias intervenciones a lo largo de los años. Está compuesto por un total de 4 fracciones. Las obras de modernización de las que fue objeto recientemente incluyeron el cambio de toda la fontanería, electricidad, baños y cocina. Las paredes y techos fueron radicalmente intervenidos y recibieron varios materiales de aislamiento térmico y acústico. Todo el suelo fue renovado y revestido con suelo flotante. Todas las ventanas fueron sustituidas por modernas ventanas oscilobatientes de PVC y doble acristalamiento, todas las puertas son correderas. Las encimeras de la cocina y los aseos son de SILESTONE. El apartamento consta de 4 habitaciones, todas ellas con ventana y dimensiones bastante equilibradas, dispone además de un agradable balcón que da acceso a un pequeño patio donde podrá disfrutar de sus comidas o de relajados momentos de ocio. Si busca una opción para vivir o invertir en el centro de Lisboa, no deje de conocer esta casa y contáctenos hoy mismo para agendar su visita. Composición del apartamento: • Cocina abierta al salón con zona de despensa, completamente equipada con lavadora, lavavajillas, placa de inducción, horno, campana extractora y termoacumulador; • Baño social con cabina de ducha; • Amplio salón con balcón cerrado; • 2 habitaciones con ventana orientada al oeste • Suite con ventana al patio y vestidor • Patio de unos 5m2; Otras características: • Planta baja en edificio sin ascensor; • Edificio bien conservado sin condominio constituido; • Carpintería de PVC con doble acristalamiento; • Puertas correderas para maximizar el espacio útil; • Orientación solar Este / Oeste; • Aire acondicionado en el salón • Sistema de alarma con central conectada a SECURITAS • Fontanería, alcantarillado e instalación eléctrica nuevos; • Encimera de cocina y baños en SILESTONE Transporte público y aparcamiento: • Varias opciones de autobuses en las proximidades: Xabregas / Av Afonso III / Praça do Chile / Santa Apolonia Proximidades: • Supermercado Lidl a 5 minutos a pie; • Supermercado Continente Bom Dia a 10 minutos a pie; • Hipermercado Pingo Doce da Bela Vista a 8 minutos en coche; • Escuelas secundarias Patrício Prazeres y Dª Luísa de Gusmão y Preparatoria Nuno Gonçalves • Varias opciones de cafés y restaurantes en las inmediaciones. Cargos: • IBI anual: 85 € • Con.",True,good,False,False,3175.0,{'typology': 'flat'},"{'subtitle': 'Beato, Lisboa', 'title': 'Piso en estrada de Chelas s/n'}",True,False,False,False,,False,False,,,
33282849,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e6/db/b6/238841994.jpg,123751564-35,32,3,360000.0,{'price': {'amount': 360000.0}},flat,sale,81.0,3,2,Escadinhas de São Tomé s/n,Lisboa,São Vicente,São Vicente de Fora,pt,38.7133,-9.130403,True,https://www.idealista.pt/imovel/33282849/,"Apartamento de 3 habitaciones con vistas al río en pleno barrio de Alfama. Alfama es uno de los barrios más antiguos y genuinos de Lisboa, su arquitectura presenta características peculiares de edificios antiguos y coloridos que le confieren un carácter alegre y tranquilo. Actualmente, Alfama dispone de un amplio, pero consciente, proceso de renovación, que seduce a lisboetas y extranjeros, bañándose al sol, donde encuentra un feliz refugio en sus rincones y un pequeño comercio lleno de creatividad. Para vivir una experiencia genuina en Lisboa hay que perderse entre los callejones de Alfama y sentir el verdadero espíritu del barrio lleno de encantos que es considerado el corazón de la ciudad. Al caminar por las estrechas y desordenadas callejuelas de Alfama, se sentirá en un pequeño pueblo y presenciará conversaciones entre vecinos, escuchará el fado que resuena por las escaleras y aún verá el río Tajo en otra dimensión. En este barrio único encontramos este apartamento de tipología T3, con unos 81m2, que nos deleita por su vista al río. Se distribuye en un salón comedor que comunica con la cocina, tres habitaciones, una de ellas una división interior, un baño social y otro de apoyo a la zona privada del inmueble. La ubicación del apartamento es muy próxima al mediático Castillo de San Jorge, a 2 minutos a pie del Mirador de las Puertas del Sol y a 5 minutos a pie del Mirador de la Gracia, que nos ofrecen como telón de fondo una visión única sobre el río Tajo. Antiguo, típico, genuino, encantador y carismático.. . El barrio de Alfama es todo esto y mucho más.. . ¡Reserve su visita! Consulte el ENLACE ADICIONAL al final de la página y obtenga más información.",True,good,False,False,4444.0,{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Piso en Escadinhas de São Tomé s/n'}",True,False,False,False,,False,False,,,
33282834,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/3a/02/94/238841327.jpg,120511178-204,30,1,599000.0,{'price': {'amount': 599000.0}},flat,sale,80.0,2,2,Graça,Lisboa,São Vicente,Graça,pt,38.7182917,-9.1277497,False,https://www.idealista.pt/imovel/33282834/,"TEJO LIVING | Entre el Tajo y el Cielo Fantástico piso nuevo de 2 dormitorios con 80 m2 en el condominio ""Tejo Living"". Cuenta con una terraza de 6,6 m2, acabados de alta calidad, 1 plaza de garaje, zona de ocio en la azotea con piscina panorámica y zona de barbacoa. Caracterizado por líneas contemporáneas modernas y mucha luz. Orientado al río Tajo en la colina más alta de Lisboa, es ideal para quienes buscan comodidad y tranquilidad en una zona con historia que conjuga elegancia, tradición y contemporaneidad. Este inmueble cuenta con 2 habitaciones con armarios empotrados, una de ellas en suite, 2 baños completos (uno con bañera y otro con plato de ducha), un armario en el pasillo, salón con balcón, cocina totalmente equipada, 1 plaza de garaje, azotea con una zona de ocio con Piscina (climatizada de agua salada) Panorámica y zona gourmet. Recurriendo a acabados de alta calidad, los apartamentos están completamente equipados donde todas las necesidades residenciales son tenidas en cuenta con altos niveles de funcionalidad y eficiencia energética: Vidrios dobles, persianas eléctricas, calefacción y aire acondicionado, paneles solares vivir en la Graça, es sentir el alma de uno de los barrios más típicos de Lisboa que, además de la belleza de sus monumentos, comercio tradicional, terrazas y jardines; ofrece desde sus miradores (Graça y Senhora do Monte) una de las más deslumbrantes vistas sobre la capital, con el Río Tajo y el Panteón como telón de fondo. ¡Reserve su visita!",False,good,False,True,7488.0,{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,,,
33282830,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/1e/d4/c1/238841260.jpg,APTPP115.1,21,bj,169000.0,{'price': {'amount': 169000.0}},flat,sale,30.0,1,1,rua do Vale Formoso,Lisboa,Marvila,,pt,38.7482991,-9.1022667,False,https://www.idealista.pt/imovel/33282830/,"Totalmente reformado con una superficie privada bruta de 40 m2. Situado en Marvila, en la Rua Vale Formosos e insertado en un patio típico de Lisboa. Compuesto por: sala y comedor; Recámara con Closet y Baño Completo; Cocina totalmente equipada, (campana extractora, vitrocerámica, horno, calentador de agua, microondas, lavavajillas, lavadora, nevera) en espacio abierto. El apartamento se encuentra en una zona de expansión, donde podrás encontrar espacios de Coworking, restaurantes, salas de conciertos, galerías y disfrutar de la cercanía del río Tajo, Jardines y Expo. Una buena opción para vivir o incluso para invertir. IMOJOY Real Estate se encuentra en Cascais, Oeiras, Lisboa, Oporto, Braga, Algarve, Alentejo y la isla de Madeira. Nuestra misión es la satisfacción del cliente, con un equipo humano totalmente orientado y enfocado en el logro. Actuamos con rigor y profesionalidad en el desempeño de nuestras tareas. Te esperamos, para ayudarte a encontrar la solución que buscas, ¡en IMOJOY Real Estate hacemos negocios con sonrisas!  Categoría Energética: D  ref: APTPP115.1.",True,good,False,False,5633.0,{'typology': 'flat'},"{'subtitle': 'Marvila, Lisboa', 'title': 'Piso en rua do Vale Formoso'}",True,False,False,False,,False,False,,,
33282735,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e3/4a/12/240784293.jpg,APTJC002,21,bj,275000.0,{'price': {'amount': 275000.0}},flat,sale,65.0,2,2,estrada dos Prazeres,Lisboa,Campo de Ourique,Prazeres - Maria Pia,pt,38.7171213,-9.1691449,False,https://www.idealista.pt/imovel/33282735/,"Apartamento de 2 dormitorios en venta en Campo de Ourique Excelente oportunidad en Campo de Ourique Apartamento de 2 dormitorios transformado en dos T1's, ofreciendo una oportunidad única de inversión, vivienda propia, alquiler o servicios privados. El apartamento ha sido completamente reformado, tiene dos entradas independientes y ambas cocinas están semiequipadas. Una de las T1 también cuenta con una amplia terraza, con acceso a través de escaleras a la primera planta, proporcionando un oasis en el corazón de la ciudad. Campo de Ourique es una parroquia del municipio de Lisboa, céntrica e histórica, pero relativamente tranquila, con muchas zonas verdes, excelente para aquellos que buscan calidad de vida con todo tipo de servicios y comercio cerca. Este es el lugar ideal para vivir o invertir. No pierdas esta oportunidad, ¡ponte en contacto hoy mismo!  Categoría Energética: E  ref: APTJC002.",True,good,False,False,4231.0,{'typology': 'flat'},"{'subtitle': 'Campo de Ourique, Lisboa', 'title': 'Piso en estrada dos Prazeres'}",False,False,False,False,,False,False,,,
33282718,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/4e/b9/58/238841148.jpg,78632,24,6,1240000.0,{'price': {'amount': 1240000.0}},flat,sale,148.0,3,3,Arco do Cego,Lisboa,Areeiro,Arco do Cego,pt,38.7369563,-9.1405935,False,https://www.idealista.pt/empreendimento/33282718/,Categoría Energética: A  ref: 78632.,False,newdevelopment,True,True,8378.0,{'typology': 'flat'},"{'subtitle': 'Areeiro, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",False,
33282741,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/75/57/f8/238838856.jpg,C0277-00647,24,,385000.0,{'price': {'amount': 385000.0}},flat,sale,119.0,3,2,Bairro dos Actores,Lisboa,Areeiro,Bairro dos Actores,pt,38.7406699,-9.1341176,False,https://www.idealista.pt/imovel/33282741/,"Este espacioso apartamento de 3 habitaciones, muy luminoso, ofrece confort y bienestar en el corazón de la ciudad de Lisboa. Con una ubicación céntrica en el Bairro dos Actores, este inmueble presenta una variedad de comodidades y servicios en las proximidades, como a 5 minutos del Instituto Superior Técnico y de la fuente Luminosa, además de fácil acceso al transporte público. Se encuentra situado en un sótano, pero se beneficia de amplias ventanas y patio que proporcionan un ambiente de luz natural. Características: Área Total: 118.96㎡ Cocina Equipada: 15.55㎡, con acceso a un patio y barbacoa. Sala de Estar Generosa: 36.87㎡, ideal para relajarse y recibir visitas. Tres Habitaciones: 4.77㎡, 8.18㎡ y 11.42㎡, proporcionando comodidad para toda la familia. Dos Baños: Uno con bañera y otro con ducha, totalizando 7.91㎡. Dos Pasillos: 6.95㎡ y 6.39㎡, proporcionando una sensación de espacio abierto. Terraza Privada: 21㎡, perfecta para disfrutar de momentos al aire libre. Otras Características: Jardín, campana extractora, horno, frigorífico, gas natural, lavadora, microondas, armarios empotrados, despensa, instalaciones eléctricas modernas, ventanas de doble acristalamiento de PVC, patio privado, totalmente amueblado y abundante luz natural. Este apartamento es una oportunidad única de adquirir un espacio confortable y bien equipado en una ubicación privilegiada en Lisboa. ¡Póngase en contacto para programar una visita y descubra su nuevo hogar en la Alameda! Acepte mi invitación y venga a visitar su futura casa. Le espero. ¡Reserve su visita! Somos Intermediarios de Crédito. ¡Solicite su simulación gratuita!",False,good,False,False,3235.0,{'typology': 'flat'},"{'subtitle': 'Areeiro, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,,,
33282614,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/00/25/53/238838506.jpg,C0195-01485,21,,429000.0,{'price': {'amount': 429000.0}},flat,sale,127.0,2,2,Santa Engrácia,Lisboa,São Vicente,Santa Engrácia,pt,38.7180762,-9.1189174,False,https://www.idealista.pt/imovel/33282614/,,False,good,False,True,3378.0,{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,,,
33282704,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/3f/9b/17/238838056.jpg,C0400-00704,35,,369000.0,{'price': {'amount': 369000.0}},flat,sale,68.0,2,1,"rua Oliveira Martins, 7",Lisboa,Areeiro,Av. de Roma - Campo Pequeno,pt,38.7430519,-9.1396267,True,https://www.idealista.pt/imovel/33282704/,"Piso de 2 dormitorios en AV. ROMA, LISBOA Apartamento de 2 dormitorios, con 68m2 con una ubicación privilegiada, Av Roma en la calle Oliveira Martins Apartamento que consta de sala de estar y comedor, con balcón, cocina, 2 dormitorios, un baño con bañera y ventana. Propiedad ubicada en el cuarto piso sin ascensor. Excelente ubicación Muy cerca de la estación de tren y metro de Entrecampos, Campo Pequeno. Cerca del Parque do Campo Grande, el barrio de São Miguel es un barrio con larga historia y tradición, además de la gran calidad de vida, que es poder vivir en pleno centro de Lisboa, en un espíritu de tranquilidad y buena vecindad, justo en el medio entre las avenidas, de Roma, de los Estados Unidos, de la República y João XXI, con todo tipo de comercios y servicios a la puerta, rodeado de terrazas y espacios verdes, y muy cerca de colegios y universidades, hospitales, transporte público, buenos accesos a cualquier zona de la ciudad ya 5 minutos del aeropuerto. Para más información, llame. Excelente oportunidad de inversión.",False,good,False,False,5426.0,{'typology': 'flat'},"{'subtitle': 'Areeiro, Lisboa', 'title': 'Piso en rua Oliveira Martins, 7'}",True,False,False,False,,False,False,,,
33282697,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/65/92/76/238837823.jpg,C0405-02606,26,,6750000.0,{'price': {'amount': 6750000.0}},chalet,sale,720.0,4,7,Restelo,Lisboa,Belém,Restelo,pt,38.6986896,-9.2120654,False,https://www.idealista.pt/imovel/33282697/,"Bienvenidos a esta maravillosa propuesta de lujo, única y exclusiva, una verdadera obra maestra del arte contemporáneo. Esta pieza de arte que está a punto de descubrir, fue galardonada con el Premio Valmor en 1978. Situada en uno de los mejores y más prestigiosos barrios de Lisboa, el Restelo, esta vivienda unifamiliar de tipología T9 con 4 suites, tiene 952 m2 de superficie total de terreno, que la distingue como una de las mayores parcelas ubicadas en el Restelo. Esta maravillosa mansión constituida por tres plantas, tiene además un extraordinario rooftop, desde donde podrá disfrutar de memorables atardeceres contemplando la vista sobre nuestro Río Tajo. La planta baja está compuesta por un magnífico jardín, garaje para 4 vehículos, piscina cubierta climatizada, con sistema de hidromasaje y natación contracorriente. Un hall de entrada majestuoso, con piedra natural, le confiere un lujo y una comodidad aún mayor. Llegando al primer piso, subiendo por las largas y amplias rampas, que la distinguen, llegamos al maravilloso comedor, cocina y sala de estar, donde la luz, que atraviesa los grandes ventanales y contraventanas, le confiere una verdadera sensación de paz y tranquilidad. Subiendo al tercer piso encontramos la zona más privada de esta visita guiada. Dispone de dos habitaciones en suite y una master suite con vestidor, con todos los aseos completos y compuestos por lozas de gran exquisitez y calidad de la marca Armani. ¡Un sueño hecho realidad! Déjese seducir, ¡porque Casas son Pasiones! Autopista - 1900m - Avenida Marginal Autopista - 2200m - CRIL Autopista - 3500m - A5 Bomberos - 3100m - Bomberos Voluntarios de la Ayuda Colegio - 190m - Colegio Bom Sucesso Jardín - 750m - Jardín de la Torre de Belém Playa - 2400m - Playa del Dafundo Policía - 1000m - PSP - 26ª Comisaría Supermercado - 550m - Pingo Doce Zona Histórica - 600m - Monasterio de los Jerónimos Zona Histórica - 400m - Centro Cultural de Belém Zona Histórica - 750m - Torre de Belém Zona Histórica - 1300m - Museo de los Coches.",True,good,False,,9375.0,"{'typology': 'chalet', 'subTypology': 'independantHouse'}","{'subtitle': 'Belém, Lisboa', 'title': 'Casa independiente'}",True,False,True,False,{'groupDescription': 'Top'},False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33279235,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/86/f3/4b/244254957.jpg,1208-5483,20,,525000.0,{'price': {'amount': 525000.0}},flat,sale,130.0,3,2,Centro,Lisboa,Campolide,Centro,pt,38.7286658,-9.1626907,False,https://www.idealista.pt/imovel/33279235/,"Luminoso apartamento de 2+1 habitaciones con terraza Situado en el vibrante barrio de Campolide, junto a Amoreiras y el Liceo Francés. Rodeado por Monsanto, el Acueducto, el Parque Eduardo VII y la Fundación Gulbenkian. Última planta de un moderno edificio de 4 apartamentos (1 por planta), con mucha luz natural. Acceso al apartamento por escalera privada desde el ascensor, con garaje y trastero. Ubicación céntrica, con excelentes accesos, aparcamiento, transporte, servicios y comercios. Barrio en constante crecimiento y con mucha demanda, con una futura estación de metro proyectada (Campolide/Amoreiras). *Distribución del inmueble: 4ª Planta - 2 Dormitorios, WC, Salón/Despacho (vista panorámica) 3ª Planta - Cocina, WC, Salón y Comedor, Terraza Garaje (Planta -2) y Trastero (Planta -1) Características: Características Exteriores - Terraza/Cubierta; Puerta blindada; Videoportero; Planta Alta; Características Interiores - Hall de entrada; Electrodomésticos empotrados; Armarios empotrados; Características Generales - Reformado; Otros Equipamientos - Gas canalizado; Lavavajillas; Microondas; Lavadora; Vistas - Vistas a la ciudad; Otras características - Garaje; Cocina equipada; Trastero; Suite; Ascensor; Aire acondicionado.",False,good,False,,4038.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",False,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33279280,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e0/49/d7/238785512.jpg,,18,6,1050000.0,{'price': {'amount': 1050000.0}},flat,sale,190.0,3,3,rua da Boavista,Lisboa,Misericórdia,Santa Catarina,pt,38.7100225,-9.1500985,False,https://www.idealista.pt/imovel/33279280/,"Vista Río en Santos junto al Cais do Sodré, garaje incluido para dos vehículos De Tipología T3 con un área Bruta de Construcción 157,5 m2 + 33,3 m2 de área Bruta Dependiente Apartamento dotado de óptimos acabados. Zona Social. Hall; . Amplia sala de estar con chimenea y aire acondicionado, dos zonas distintas - estar y comidas y dos pequeños balcones con vista al río y a la ciudad; . Cocina equipada con electrodomésticos de alta calidad -Bosch. Zona Privada. Tres habitaciones con armarios empotrados y ventanas, dos con pequeños balcones; . Una de las habitaciones, suite espaciosa con pequeño balcón y baño privado; . Equipadas con aire acondicionado para calefacción y refrigeración; . Dos baños sociales. Estacionamiento: . Espaciosa garaje privado tipo box para dos coches, la única del edificio, de uso exclusivo del apartamento; . Dos trasteros con llave, ideal para almacenaje, bicicletas y otros objetos personales. Condominio organizado: . El condominio es gestionado por una empresa externa. Opción Mobiliario: . Posibilidad de venta amueblado. Ubicación privilegiada: El inmueble está situado en Santos/Cais do Sodré, zona moderna y prestigiosa de Lisboa, con fácil acceso a restaurantes, bares y tiendas, permitiendo un estilo de vida vibrante. Se encuentra en el 6. º y último piso, siendo el único apartamento en esta planta. Tiene vistas panorámicas al Río y Puente 25 de Abril. Ofrece la oportunidad para vivir con calidad en el centro de Lisboa con total privacidad y exclusividad. Venga a conocer, esperamos su contacto.",True,good,False,True,5526.0,{'typology': 'flat'},"{'subtitle': 'Misericórdia, Lisboa', 'title': 'Piso en rua da Boavista'}",True,False,False,False,,False,False,"{'hasParkingSpace': True, 'isParkingSpaceIncludedInPrice': True}",,
33282292,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e6/cf/76/238784678.jpg,120611853-69,21,1,650000.0,{'price': {'amount': 650000.0}},flat,sale,133.0,3,2,rua D. Pedro de Cristo,Lisboa,Alvalade,Alvalade,pt,38.7459886,-9.1407524,False,https://www.idealista.pt/imovel/33282292/,"Apartamento de 3 habitaciones con una enorme terraza, de uso exclusivo*, con más de 130 m2, situado en S. João de Brito - ALVALADE. Edificio con dos ascensores y un trastero, el apartamento fue remodelado hace 5 años, la tubería y parte eléctrica también fueron sustituidas. Este apartamento de 3 habitaciones en Alvalade ofrece el escenario perfecto para una vida moderna y confortable en Lisboa. Con espacios generosos, acabados de alta calidad y una ubicación privilegiada, esta es una oportunidad única de adquirir una propiedad de excelencia. Para más información o para programar una visita, no dude en contactarnos. *Terraza no registrada en la documentación. Más información llámame. Agente Angariador: Filipa Saque AMI: 13534.",False,renew,False,True,4887.0,{'typology': 'flat'},"{'subtitle': 'Alvalade, Lisboa', 'title': 'Piso en rua D. Pedro de Cristo'}",True,False,False,False,,False,False,,,
33282290,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/3e/6b/65/238784334.jpg,SAV15019,24,1,395000.0,{'price': {'amount': 395000.0}},flat,sale,67.0,1,1,Chiado,Lisboa,Santa Maria Maior,Chiado,pt,38.7116122,-9.1423289,False,https://www.idealista.pt/imovel/33282290/,,True,good,False,False,5896.0,{'typology': 'flat'},"{'subtitle': 'Santa Maria Maior, Lisboa', 'title': 'Piso'}",True,True,False,False,{'groupDescription': 'Top'},False,False,,,
33277174,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/9d/3c/40/239238327.jpg,ALFG14,18,2,199000.0,{'price': {'amount': 199000.0}},flat,sale,40.0,3,1,rua da Indústria,Lisboa,Alcântara,Alto de Santo Amaro,pt,38.7056316,-9.1808391,False,https://www.idealista.pt/imovel/33277174/,"Apartamento de 3 habitaciones, en un edificio antiguo en el barrio de Alcántara. El apartamento consta de dos habitaciones, salón, cocina y una pequeña sala. El apartamento necesita remodelación y modernización y está situado en uno de los barrios característicos de la ciudad de Lisboa. Está situado en un segundo piso en un edificio sin ascensor. El edificio está situado junto a transportes: autobuses de Carris, tranvía LX Factory, Escuela Básica Raul Lino e Instituto Superior de Agronomía, Hospital da CUF Tejo, farmacias, comercio local, como restaurantes, cafés y tiendas tradicionales. Acceso rápido al Puente 25 de Abril, Avenida de Ceuta y centro de la ciudad de Lisboa. Apartamento para vivienda propia o para inversión.",True,renew,False,False,4975.0,{'typology': 'flat'},"{'subtitle': 'Alcântara, Lisboa', 'title': 'Piso en rua da Indústria'}",True,False,False,False,,False,False,,,
