propertyCode,thumbnail,externalReference,numPhotos,floor,price,priceInfo,propertyType,operation,size,rooms,bathrooms,address,province,municipality,district,country,latitude,longitude,showAddress,url,hasVideo,status,newDevelopment,hasLift,parkingSpace,newDevelopmentFinished,priceByArea,detailedType,suggestedTexts,hasPlan,has3DTour,has360,hasStaging,highlight,topNewDevelopment,topPlus,description,neighborhood
33330898,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/85/66/7a/241747994.jpg,124521193-13,23,,950000.0,"{'price': {'amount': 950000.0, 'priceDropInfo': {'formerPrice': 1100000.0, 'priceDropValue': 150000, 'priceDropPercentage': 14}}}",chalet,sale,197.0,5,2,alameda Padre Álvaro Proença s/n,Lisboa,Benfica,Igreja de Benfica,pt,38.749006,-9.2019534,True,https://www.idealista.pt/imovel/33330898/,False,good,False,,,,4822.0,{'typology': 'chalet'},"{'subtitle': 'Benfica, Lisboa', 'title': 'Chalet en alameda Padre Álvaro Proença s/n'}",False,False,False,False,,False,False,"¡Excelente oportunidad de inversión! La vivienda Santa Filomena se divide en 5 habitaciones, 2 baños, cocina, despensa, sala de lectura, despacho y sala de estar común con el comedor. Garaje para un coche y aparcamiento exterior para dos coches. Espacio exterior con jardín. La vivienda tiene 3 fachadas, con muy buena exposición solar. Se encuentra situada en una de las zonas más emblemáticas de Lisboa, el Barrio de Santa Cruz en Benfica. Este, es un barrio residencial, con casas unifamiliares adosadas de 2 plantas, construidas en la primera mitad del siglo XX. Este barrio fue inaugurado en 1958 y fue construido por el gobierno portugués para proporcionar vivienda económica a la población. Barrio compuesto por 665 casas que están distribuidas por 16 calles. Está servido por el Parque Silva Porto - Parque Gran Vasco (Mata de Benfica), ofreciendo una buena calidad de vida a los moradores. Ideal para vivir, trabajar y criar a los hijos.",
33330793,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/25/16/3f/240700927.jpg,125191149-6,14,,205000.0,{'price': {'amount': 205000.0}},flat,sale,35.0,1,1,rua Damasceno Monteiro s/n,Lisboa,São Vicente,Graça,pt,38.7184574,-9.1324678,True,https://www.idealista.pt/imovel/33330793/,False,good,False,,,,5857.0,{'typology': 'flat'},"{'subtitle': 'São Vicente, Lisboa', 'title': 'Piso en rua Damasceno Monteiro s/n'}",True,False,False,False,,False,False,"Apartamento T1 (T0 + 1) en venta en São Vicente. Muy cerca del Mirador de la Señora del Monte, del Largo da Graça y del Martim Moniz, encontrarás este fantástico apartamento que parece una casita de cuento. Situado en un barrio muy pintoresco, en una de las zonas más antiguas de la ciudad de Lisboa, rodeado de restaurantes, comercios locales, lavanderías autoservicio, este es sin duda el apartamento ideal para tu primera casa de ensueño. Compuesto por una cocina americana con vitrocerámica, horno, microondas, frigorífico y lavavajillas; salón con aire acondicionado; cuarto de baño con ducha y dormitorio, también, con aire acondicionado. ¡Ven a visitarlo y enamórate!",
33330681,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/e2/ef/41/240698746.jpg,123251314-115,32,,465000.0,{'price': {'amount': 465000.0}},flat,sale,114.0,3,2,Telheiras,Lisboa,Lumiar,Telheiras,pt,38.7602076,-9.1719461,False,https://www.idealista.pt/imovel/33330681/,False,good,False,,,,4079.0,{'typology': 'flat'},"{'subtitle': 'Lumiar, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,"Piso de 3 dormitorios con 114,86m2, ¡1 trastero en la zona céntrica de Telheiras! Excelente ubicación, cerca del metro de Telheiras, autobuses, ejes y autopistas. Cerca de toda la zona comercial, hipermercados, centro comercial, servicios, cafés, colegios, guarderías y hospitales.",
33330630,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/eb/8d/c7/240697864.jpg,123751057-371,28,5,625000.0,{'price': {'amount': 625000.0}},flat,sale,156.0,4,2,avenida Luís Bívar s/n,Lisboa,Avenidas Novas,São Sebastião da Pedreira,pt,38.7336008,-9.1500056,True,https://www.idealista.pt/imovel/33330630/,True,good,False,False,,,4006.0,{'typology': 'flat'},"{'subtitle': 'Avenidas Novas, Lisboa', 'title': 'Piso en avenida Luís Bívar s/n'}",True,False,False,False,,False,False,"Amplio apartamento de 5 habitaciones con 156,3 m2, convertido en un cómodo y agradable apartamento de 3 habitaciones + 1, en la Avenida Luis Bivar, en el verdadero corazón de Lisboa. Se encuentra en la mejor zona de las Avenidas Novas, muy cerca del Saldanha, Gulbenkian y El Corte Inglés. Ubicado en un elegante edificio de arquitectura de época, con solo un apartamento por piso, se encuentra en un quinto piso sin ascensor, con mucha luz y una agradable vista sobre la ciudad de Lisboa. El apartamento presenta claros signos de uso, por lo que necesita una renovación y modernización. El origen del nombre Avenidas Novas surge a finales del siglo XIX, con la reestructuración del territorio ejecutada por Ressano Garcia, en la que destacan las calles anchas y las fachadas con espacios ajardinados, características del Art Nouveau y Art Decó. Esta renovación urbana se inspiró en el Plan de Extensión de París, realizado por Georges-Eugène Haussmann, al que Ressano Garcia asistió como estudiante en la capital francesa. Las Avenidas Novas ofrecen lo mejor de Lisboa en muchos sentidos: posee muchas de las avenidas más bonitas de la ciudad, la zona está bien ubicada, con buenos accesos al aeropuerto y es extremadamente segura.",
33330551,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b5/2c/19/240696205.jpg,120521172-185,15,,389000.0,{'price': {'amount': 389000.0}},flat,sale,57.0,1,1,rua António Alçada Baptista s/n,Lisboa,São Domingos de Benfica,Alto dos Moinhos,pt,38.7530097,-9.1813219,True,https://www.idealista.pt/imovel/33330551/,False,good,False,,,,6825.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso en rua António Alçada Baptista s/n'}",False,False,False,False,,False,False,,
33330319,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/eb/39/8f/240693070.jpg,,47,1,318000.0,{'price': {'amount': 318000.0}},flat,sale,84.0,2,1,largo Conde Ottolini,Lisboa,São Domingos de Benfica,Estrada de Benfica,pt,38.7441614,-9.1791913,False,https://www.idealista.pt/imovel/33330319/,True,good,False,False,,,3786.0,{'typology': 'flat'},"{'subtitle': 'São Domingos de Benfica, Lisboa', 'title': 'Piso en largo Conde Ottolini'}",True,False,False,False,,False,False,"Apartamento T2, 78m2 – Benfica – Listo para vivir Insertado en un edificio en buen estado. 1er Piso sin Ascensor Propiedad en buen estado, muy luminosa. Exposición al sol: Sur / Norte • Hall de entrada •Sala de estar •Cocina equipada •Baño completo •2 dormitorios (1 con armario) •Despensa •Amplio armario empotrado en el pasillo. •Aire condicionado Renovación total reciente Situado en S. Domingos de Benfica, en Largo Conde de Ottolini. Zona residencial tranquila, con aparcamiento para residentes (tarjeta de residente) y con todos los servicios y transportes cercanos. A sólo 600 metros de las estaciones de metro Alto dos Moinhos y Sete Rios (Línea Azul). Cerca de la Terminal Express de Sete Rios, del Hospital de la Cruz Roja, del Hospital Lusíadas y del Estádio da Luz. Excelente para Vivir.. . ¡Fantástico para invertir! Programe su visita a través del contacto directo: +351_300_505_130 (También Whatsapp), o si lo prefiere, utilice el enlace al final de este anuncio.",
33330383,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/53/10/d3/240692071.jpg,C0223-07016,25,,595000.0,"{'price': {'amount': 595000.0, 'priceDropInfo': {'formerPrice': 625000.0, 'priceDropValue': 30000, 'priceDropPercentage': 5}}}",flat,sale,117.0,2,2,Expo Norte,Lisboa,Parque das Nações,Expo Norte,pt,38.7796288,-9.0967711,False,https://www.idealista.pt/imovel/33330383/,False,good,False,True,,,5085.0,{'typology': 'flat'},"{'subtitle': 'Parque das Nações, Lisboa', 'title': 'Piso'}",True,False,False,False,,False,False,"Apartamento situado en el séptimo piso del prestigioso Edificio ""Navigator"", ofrece un estilo de vida moderno y conveniente en la zona norte del Parque de las Naciones. Al entrar en el recibidor del apartamento, será recibido por un espacio acogedor y funcional. A la derecha, la sala de estar se destaca, beneficiándose de dos excelentes ventanas hacia el oeste, inundando el ambiente con luz natural y proporcionando un escenario perfecto para relajarse o recibir visitas. A la izquierda del recibidor, se encuentra la cocina bien equipada, ideal para preparar comidas deliciosas, mientras que al lado se encuentran los dos dormitorios, proporcionando un retiro tranquilo para descansar después de un largo día. Este apartamento cuenta además con comodidades modernas, incluyendo aire acondicionado y calefacción central, garantizando confort en todas las estaciones del año. Además, dispone de un trastero y dos plazas de aparcamiento, ambas equipadas con cargador eléctrico, atendiendo a las necesidades prácticas de los propietarios de vehículos eléctricos. La ubicación es verdaderamente privilegiada, con la Escuela Superior de Enfermería justo enfrente, el Campus de Justicia en las proximidades y el Centro Comercial Vasco da Gama y la Estación de Oriente a pocos minutos de distancia. La zona ofrece una variedad de opciones de comercio local, gimnasios, escuelas y transporte público, garantizando comodidad y accesibilidad para todos los residentes. Este apartamento es la elección ideal para quien busca un estilo de vida contemporáneo, con todas las comodidades necesarias, en una de las zonas más dinámicas y deseadas de Lisboa.",
33330357,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/a2/8d/db/240691681.jpg,C0407-00406,6,,770000.0,{'price': {'amount': 770000.0}},flat,sale,92.0,2,2,Centro,Lisboa,Campolide,Centro,pt,38.7265867,-9.1601434,False,https://www.idealista.pt/imovel/33330357/,True,good,False,True,,,8370.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",True,True,False,False,,False,False,,
33330366,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/83/15/d3/240691686.jpg,C0407-00405,6,,770000.0,{'price': {'amount': 770000.0}},flat,sale,92.0,2,2,Centro,Lisboa,Campolide,Centro,pt,38.7258925,-9.1613487,False,https://www.idealista.pt/imovel/33330366/,True,good,False,True,,,8370.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",True,True,False,False,,False,False,,
33330355,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/de/9c/86/240691633.jpg,C0407-00403,6,,890000.0,{'price': {'amount': 890000.0}},flat,sale,102.0,2,2,Centro,Lisboa,Campolide,Centro,pt,38.7239281,-9.1604997,False,https://www.idealista.pt/imovel/33330355/,True,good,False,True,,,8725.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",True,True,False,False,,False,False,,
33330354,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/08/03/bd/240691604.jpg,C0407-00404,6,,770000.0,{'price': {'amount': 770000.0}},flat,sale,92.0,2,2,Centro,Lisboa,Campolide,Centro,pt,38.7246438,-9.1626591,False,https://www.idealista.pt/imovel/33330354/,True,good,False,True,,,8370.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",True,True,False,False,,False,False,,
33330364,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/b1/f3/61/240691625.jpg,C0407-00401,6,,770000.0,{'price': {'amount': 770000.0}},flat,sale,91.0,2,2,Centro,Lisboa,Campolide,Centro,pt,38.7266858,-9.1590317,False,https://www.idealista.pt/imovel/33330364/,True,good,False,True,,,8462.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",True,True,False,False,,False,False,,
33330363,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/82/0f/0a/240691592.jpg,C0407-00400,6,,770000.0,{'price': {'amount': 770000.0}},flat,sale,91.0,2,2,Centro,Lisboa,Campolide,Centro,pt,38.727609,-9.1623537,False,https://www.idealista.pt/imovel/33330363/,True,good,False,True,,,8462.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",True,True,False,False,,False,False,,
33330353,https://img3.idealista.pt/blur/WEB_LISTING/0/id.pro.pt.image.master/61/71/65/240691565.jpg,C0407-00396,6,,790000.0,{'price': {'amount': 790000.0}},flat,sale,101.0,2,2,Centro,Lisboa,Campolide,Centro,pt,38.7249092,-9.1596347,False,https://www.idealista.pt/imovel/33330353/,True,good,False,True,,,7822.0,{'typology': 'flat'},"{'subtitle': 'Campolide, Lisboa', 'title': 'Piso'}",True,True,False,False,,False,False,,
